date,site,region,pm25_ugm3,high_pm25_day,pm25_observed
2017-12-04,Claudelands,Waikato,5.31153,False,True
2017-12-05,Claudelands,Waikato,5.77035,False,True
2017-12-06,Claudelands,Waikato,6.75194,False,True
2017-12-07,Claudelands,Waikato,9.10938,False,True
2017-12-08,Claudelands,Waikato,5.98875,False,True
2017-12-09,Claudelands,Waikato,4.72583,False,True
2017-12-10,Claudelands,Waikato,5.785,False,True
2017-12-11,Claudelands,Waikato,5.16181,False,True
2017-12-12,Claudelands,Waikato,5.88438,False,True
2017-12-13,Claudelands,Waikato,5.16813,False,True
2017-12-14,Claudelands,Waikato,,False,False
2017-12-15,Claudelands,Waikato,,False,False
2017-12-16,Claudelands,Waikato,,False,False
2017-12-17,Claudelands,Waikato,,False,False
2017-12-18,Claudelands,Waikato,,False,False
2017-12-19,Claudelands,Waikato,,False,False
2017-12-20,Claudelands,Waikato,,False,False
2017-12-21,Claudelands,Waikato,,False,False
2017-12-22,Claudelands,Waikato,,False,False
2017-12-23,Claudelands,Waikato,,False,False
2017-12-24,Claudelands,Waikato,,False,False
2017-12-25,Claudelands,Waikato,,False,False
2017-12-26,Claudelands,Waikato,,False,False
2017-12-27,Claudelands,Waikato,,False,False
2017-12-28,Claudelands,Waikato,,False,False
2017-12-29,Claudelands,Waikato,,False,False
2017-12-30,Claudelands,Waikato,,False,False
2017-12-31,Claudelands,Waikato,,False,False
2018-01-01,Claudelands,Waikato,,False,False
2018-01-02,Claudelands,Waikato,,False,False
2018-01-03,Claudelands,Waikato,,False,False
2018-01-04,Claudelands,Waikato,,False,False
2018-01-05,Claudelands,Waikato,,False,False
2018-01-06,Claudelands,Waikato,,False,False
2018-01-07,Claudelands,Waikato,,False,False
2018-01-08,Claudelands,Waikato,,False,False
2018-01-09,Claudelands,Waikato,,False,False
2018-01-10,Claudelands,Waikato,,False,False
2018-01-11,Claudelands,Waikato,,False,False
2018-01-12,Claudelands,Waikato,,False,False
2018-01-13,Claudelands,Waikato,,False,False
2018-01-14,Claudelands,Waikato,,False,False
2018-01-15,Claudelands,Waikato,,False,False
2018-01-16,Claudelands,Waikato,,False,False
2018-01-17,Claudelands,Waikato,,False,False
2018-01-18,Claudelands,Waikato,,False,False
2018-01-19,Claudelands,Waikato,,False,False
2018-01-20,Claudelands,Waikato,,False,False
2018-01-21,Claudelands,Waikato,,False,False
2018-01-22,Claudelands,Waikato,,False,False
2018-01-23,Claudelands,Waikato,,False,False
2018-01-24,Claudelands,Waikato,,False,False
2018-01-25,Claudelands,Waikato,,False,False
2018-01-26,Claudelands,Waikato,,False,False
2018-01-27,Claudelands,Waikato,,False,False
2018-01-28,Claudelands,Waikato,,False,False
2018-01-29,Claudelands,Waikato,,False,False
2018-01-30,Claudelands,Waikato,,False,False
2018-01-31,Claudelands,Waikato,,False,False
2018-02-01,Claudelands,Waikato,,False,False
2018-02-02,Claudelands,Waikato,,False,False
2018-02-03,Claudelands,Waikato,,False,False
2018-02-04,Claudelands,Waikato,,False,False
2018-02-05,Claudelands,Waikato,,False,False
2018-02-06,Claudelands,Waikato,,False,False
2018-02-07,Claudelands,Waikato,,False,False
2018-02-08,Claudelands,Waikato,,False,False
2018-02-09,Claudelands,Waikato,,False,False
2018-02-10,Claudelands,Waikato,,False,False
2018-02-11,Claudelands,Waikato,,False,False
2018-02-12,Claudelands,Waikato,,False,False
2018-02-13,Claudelands,Waikato,,False,False
2018-02-14,Claudelands,Waikato,,False,False
2018-02-15,Claudelands,Waikato,,False,False
2018-02-16,Claudelands,Waikato,,False,False
2018-02-17,Claudelands,Waikato,,False,False
2018-02-18,Claudelands,Waikato,,False,False
2018-02-19,Claudelands,Waikato,,False,False
2018-02-20,Claudelands,Waikato,,False,False
2018-02-21,Claudelands,Waikato,,False,False
2018-02-22,Claudelands,Waikato,,False,False
2018-02-23,Claudelands,Waikato,,False,False
2018-02-24,Claudelands,Waikato,,False,False
2018-02-25,Claudelands,Waikato,,False,False
2018-02-26,Claudelands,Waikato,,False,False
2018-02-27,Claudelands,Waikato,,False,False
2018-02-28,Claudelands,Waikato,,False,False
2018-03-01,Claudelands,Waikato,,False,False
2018-03-02,Claudelands,Waikato,,False,False
2018-03-03,Claudelands,Waikato,,False,False
2018-03-04,Claudelands,Waikato,,False,False
2018-03-05,Claudelands,Waikato,,False,False
2018-03-06,Claudelands,Waikato,,False,False
2018-03-07,Claudelands,Waikato,,False,False
2018-03-08,Claudelands,Waikato,,False,False
2018-03-09,Claudelands,Waikato,,False,False
2018-03-10,Claudelands,Waikato,,False,False
2018-03-11,Claudelands,Waikato,,False,False
2018-03-12,Claudelands,Waikato,,False,False
2018-03-13,Claudelands,Waikato,,False,False
2018-03-14,Claudelands,Waikato,,False,False
2018-03-15,Claudelands,Waikato,,False,False
2018-03-16,Claudelands,Waikato,,False,False
2018-03-17,Claudelands,Waikato,,False,False
2018-03-18,Claudelands,Waikato,,False,False
2018-03-19,Claudelands,Waikato,,False,False
2018-03-20,Claudelands,Waikato,,False,False
2018-03-21,Claudelands,Waikato,,False,False
2018-03-22,Claudelands,Waikato,,False,False
2018-03-23,Claudelands,Waikato,,False,False
2018-03-24,Claudelands,Waikato,,False,False
2018-03-25,Claudelands,Waikato,,False,False
2018-03-26,Claudelands,Waikato,,False,False
2018-03-27,Claudelands,Waikato,,False,False
2018-03-28,Claudelands,Waikato,,False,False
2018-03-29,Claudelands,Waikato,,False,False
2018-03-30,Claudelands,Waikato,,False,False
2018-03-31,Claudelands,Waikato,,False,False
2018-04-01,Claudelands,Waikato,,False,False
2018-04-02,Claudelands,Waikato,,False,False
2018-04-03,Claudelands,Waikato,,False,False
2018-04-04,Claudelands,Waikato,,False,False
2018-04-05,Claudelands,Waikato,,False,False
2018-04-06,Claudelands,Waikato,,False,False
2018-04-07,Claudelands,Waikato,,False,False
2018-04-08,Claudelands,Waikato,,False,False
2018-04-09,Claudelands,Waikato,,False,False
2018-04-10,Claudelands,Waikato,,False,False
2018-04-11,Claudelands,Waikato,,False,False
2018-04-12,Claudelands,Waikato,,False,False
2018-04-13,Claudelands,Waikato,,False,False
2018-04-14,Claudelands,Waikato,,False,False
2018-04-15,Claudelands,Waikato,,False,False
2018-04-16,Claudelands,Waikato,,False,False
2018-04-17,Claudelands,Waikato,,False,False
2018-04-18,Claudelands,Waikato,,False,False
2018-04-19,Claudelands,Waikato,,False,False
2018-04-20,Claudelands,Waikato,,False,False
2018-04-21,Claudelands,Waikato,,False,False
2018-04-22,Claudelands,Waikato,,False,False
2018-04-23,Claudelands,Waikato,,False,False
2018-04-24,Claudelands,Waikato,,False,False
2018-04-25,Claudelands,Waikato,,False,False
2018-04-26,Claudelands,Waikato,,False,False
2018-04-27,Claudelands,Waikato,,False,False
2018-04-28,Claudelands,Waikato,,False,False
2018-04-29,Claudelands,Waikato,,False,False
2018-04-30,Claudelands,Waikato,,False,False
2018-05-01,Claudelands,Waikato,,False,False
2018-05-02,Claudelands,Waikato,,False,False
2018-05-03,Claudelands,Waikato,,False,False
2018-05-04,Claudelands,Waikato,,False,False
2018-05-05,Claudelands,Waikato,22.92,True,True
2018-05-06,Claudelands,Waikato,11.69507,True,True
2018-05-07,Claudelands,Waikato,11.63799,True,True
2018-05-08,Claudelands,Waikato,11.26674,True,True
2018-05-09,Claudelands,Waikato,10.81444,False,True
2018-05-10,Claudelands,Waikato,14.56069,True,True
2018-05-11,Claudelands,Waikato,9.5191,False,True
2018-05-12,Claudelands,Waikato,5.48208,False,True
2018-05-13,Claudelands,Waikato,3.69854,False,True
2018-05-14,Claudelands,Waikato,6.29313,False,True
2018-05-15,Claudelands,Waikato,5.91118,False,True
2018-05-16,Claudelands,Waikato,5.76389,False,True
2018-05-17,Claudelands,Waikato,7.36174,False,True
2018-05-18,Claudelands,Waikato,9.10375,False,True
2018-05-19,Claudelands,Waikato,8.12229,False,True
2018-05-20,Claudelands,Waikato,5.84403,False,True
2018-05-21,Claudelands,Waikato,8.65813,False,True
2018-05-22,Claudelands,Waikato,7.01938,False,True
2018-05-23,Claudelands,Waikato,6.56639,False,True
2018-05-24,Claudelands,Waikato,7.70993,False,True
2018-05-25,Claudelands,Waikato,10.22132,False,True
2018-05-26,Claudelands,Waikato,,False,False
2018-05-27,Claudelands,Waikato,,False,False
2018-05-28,Claudelands,Waikato,,False,False
2018-05-29,Claudelands,Waikato,,False,False
2018-05-30,Claudelands,Waikato,,False,False
2018-05-31,Claudelands,Waikato,,False,False
2018-06-01,Claudelands,Waikato,,False,False
2018-06-02,Claudelands,Waikato,,False,False
2018-06-03,Claudelands,Waikato,,False,False
2018-06-04,Claudelands,Waikato,,False,False
2018-06-05,Claudelands,Waikato,,False,False
2018-06-06,Claudelands,Waikato,,False,False
2018-06-07,Claudelands,Waikato,,False,False
2018-06-08,Claudelands,Waikato,,False,False
2018-06-09,Claudelands,Waikato,,False,False
2018-06-10,Claudelands,Waikato,,False,False
2018-06-11,Claudelands,Waikato,,False,False
2018-06-12,Claudelands,Waikato,,False,False
2018-06-13,Claudelands,Waikato,,False,False
2018-06-14,Claudelands,Waikato,,False,False
2018-06-15,Claudelands,Waikato,,False,False
2018-06-16,Claudelands,Waikato,,False,False
2018-06-17,Claudelands,Waikato,,False,False
2018-06-18,Claudelands,Waikato,,False,False
2018-06-19,Claudelands,Waikato,,False,False
2018-06-20,Claudelands,Waikato,,False,False
2018-06-21,Claudelands,Waikato,,False,False
2018-06-22,Claudelands,Waikato,,False,False
2018-06-23,Claudelands,Waikato,,False,False
2018-06-24,Claudelands,Waikato,,False,False
2018-06-25,Claudelands,Waikato,,False,False
2018-06-26,Claudelands,Waikato,,False,False
2018-06-27,Claudelands,Waikato,,False,False
2018-06-28,Claudelands,Waikato,,False,False
2018-06-29,Claudelands,Waikato,,False,False
2018-06-30,Claudelands,Waikato,,False,False
2018-07-01,Claudelands,Waikato,,False,False
2018-07-02,Claudelands,Waikato,,False,False
2018-07-03,Claudelands,Waikato,,False,False
2018-07-04,Claudelands,Waikato,,False,False
2018-07-05,Claudelands,Waikato,,False,False
2018-07-06,Claudelands,Waikato,,False,False
2018-07-07,Claudelands,Waikato,,False,False
2018-07-08,Claudelands,Waikato,,False,False
2018-07-09,Claudelands,Waikato,,False,False
2018-07-10,Claudelands,Waikato,,False,False
2018-07-11,Claudelands,Waikato,,False,False
2018-07-12,Claudelands,Waikato,,False,False
2018-07-13,Claudelands,Waikato,,False,False
2018-07-14,Claudelands,Waikato,,False,False
2018-07-15,Claudelands,Waikato,,False,False
2018-07-16,Claudelands,Waikato,,False,False
2018-07-17,Claudelands,Waikato,,False,False
2018-07-18,Claudelands,Waikato,,False,False
2018-07-19,Claudelands,Waikato,,False,False
2018-07-20,Claudelands,Waikato,,False,False
2018-07-21,Claudelands,Waikato,,False,False
2018-07-22,Claudelands,Waikato,,False,False
2018-07-23,Claudelands,Waikato,,False,False
2018-07-24,Claudelands,Waikato,,False,False
2018-07-25,Claudelands,Waikato,,False,False
2018-07-26,Claudelands,Waikato,,False,False
2018-07-27,Claudelands,Waikato,,False,False
2018-07-28,Claudelands,Waikato,,False,False
2018-07-29,Claudelands,Waikato,,False,False
2018-07-30,Claudelands,Waikato,,False,False
2018-07-31,Claudelands,Waikato,,False,False
2018-08-01,Claudelands,Waikato,,False,False
2018-08-02,Claudelands,Waikato,,False,False
2018-08-03,Claudelands,Waikato,,False,False
2018-08-04,Claudelands,Waikato,,False,False
2018-08-05,Claudelands,Waikato,,False,False
2018-08-06,Claudelands,Waikato,,False,False
2018-08-07,Claudelands,Waikato,,False,False
2018-08-08,Claudelands,Waikato,,False,False
2018-08-09,Claudelands,Waikato,,False,False
2018-08-10,Claudelands,Waikato,,False,False
2018-08-11,Claudelands,Waikato,,False,False
2018-08-12,Claudelands,Waikato,,False,False
2018-08-13,Claudelands,Waikato,,False,False
2018-08-14,Claudelands,Waikato,,False,False
2018-08-15,Claudelands,Waikato,,False,False
2018-08-16,Claudelands,Waikato,,False,False
2018-08-17,Claudelands,Waikato,,False,False
2018-08-18,Claudelands,Waikato,,False,False
2018-08-19,Claudelands,Waikato,,False,False
2018-08-20,Claudelands,Waikato,,False,False
2018-08-21,Claudelands,Waikato,,False,False
2018-08-22,Claudelands,Waikato,,False,False
2018-08-23,Claudelands,Waikato,,False,False
2018-08-24,Claudelands,Waikato,,False,False
2018-08-25,Claudelands,Waikato,,False,False
2018-08-26,Claudelands,Waikato,12.2852,True,True
2018-08-27,Claudelands,Waikato,17.72311,True,True
2018-08-28,Claudelands,Waikato,12.54583,True,True
2018-08-29,Claudelands,Waikato,7.07964,False,True
2018-08-30,Claudelands,Waikato,6.85713,False,True
2018-08-31,Claudelands,Waikato,9.5358,False,True
2018-09-01,Claudelands,Waikato,11.35132,True,True
2018-09-02,Claudelands,Waikato,7.47152,False,True
2018-09-03,Claudelands,Waikato,6.62398,False,True
2018-09-04,Claudelands,Waikato,2.57141,False,True
2018-09-05,Claudelands,Waikato,1.11626,False,True
2018-09-06,Claudelands,Waikato,2.22401,False,True
2018-09-07,Claudelands,Waikato,2.51487,False,True
2018-09-08,Claudelands,Waikato,1.68078,False,True
2018-09-09,Claudelands,Waikato,4.87474,False,True
2018-09-10,Claudelands,Waikato,8.84755,False,True
2018-09-11,Claudelands,Waikato,6.52076,False,True
2018-09-12,Claudelands,Waikato,5.27237,False,True
2018-09-13,Claudelands,Waikato,7.24985,False,True
2018-09-14,Claudelands,Waikato,6.15851,False,True
2018-09-15,Claudelands,Waikato,10.48734,False,True
2018-09-16,Claudelands,Waikato,8.58031,False,True
2018-09-17,Claudelands,Waikato,6.1529,False,True
2018-09-18,Claudelands,Waikato,6.52767,False,True
2018-09-19,Claudelands,Waikato,2.51423,False,True
2018-09-20,Claudelands,Waikato,3.16047,False,True
2018-09-21,Claudelands,Waikato,5.11387,False,True
2018-09-22,Claudelands,Waikato,4.98182,False,True
2018-09-23,Claudelands,Waikato,4.69856,False,True
2018-09-24,Claudelands,Waikato,4.07664,False,True
2018-09-25,Claudelands,Waikato,6.72461,False,True
2018-09-26,Claudelands,Waikato,6.55169,False,True
2018-09-27,Claudelands,Waikato,6.01036,False,True
2018-09-28,Claudelands,Waikato,7.55415,False,True
2018-09-29,Claudelands,Waikato,8.71374,False,True
2018-09-30,Claudelands,Waikato,7.37868,False,True
2018-10-01,Claudelands,Waikato,5.52383,False,True
2018-10-02,Claudelands,Waikato,4.23925,False,True
2018-10-03,Claudelands,Waikato,4.84393,False,True
2018-10-04,Claudelands,Waikato,6.38866,False,True
2018-10-05,Claudelands,Waikato,4.73847,False,True
2018-10-06,Claudelands,Waikato,7.9354,False,True
2018-10-07,Claudelands,Waikato,7.75735,False,True
2018-10-08,Claudelands,Waikato,8.3177,False,True
2018-10-09,Claudelands,Waikato,5.96281,False,True
2018-10-10,Claudelands,Waikato,3.06974,False,True
2018-10-11,Claudelands,Waikato,5.23114,False,True
2018-10-12,Claudelands,Waikato,6.77718,False,True
2018-10-13,Claudelands,Waikato,3.5683,False,True
2018-10-14,Claudelands,Waikato,7.04718,False,True
2018-10-15,Claudelands,Waikato,5.44483,False,True
2018-10-16,Claudelands,Waikato,7.37653,False,True
2018-10-17,Claudelands,Waikato,4.2546,False,True
2018-10-18,Claudelands,Waikato,7.07952,False,True
2018-10-19,Claudelands,Waikato,6.4287,False,True
2018-10-20,Claudelands,Waikato,11.43843,True,True
2018-10-21,Claudelands,Waikato,7.88943,False,True
2018-10-22,Claudelands,Waikato,8.67248,False,True
2018-10-23,Claudelands,Waikato,8.15682,False,True
2018-10-24,Claudelands,Waikato,6.31072,False,True
2018-10-25,Claudelands,Waikato,5.54241,False,True
2018-10-26,Claudelands,Waikato,8.12428,False,True
2018-10-27,Claudelands,Waikato,7.70761,False,True
2018-10-28,Claudelands,Waikato,4.08014,False,True
2018-10-29,Claudelands,Waikato,4.58897,False,True
2018-10-30,Claudelands,Waikato,4.51737,False,True
2018-10-31,Claudelands,Waikato,3.4842,False,True
2018-11-01,Claudelands,Waikato,5.51275,False,True
2018-11-02,Claudelands,Waikato,6.60512,False,True
2018-11-03,Claudelands,Waikato,9.13535,False,True
2018-11-04,Claudelands,Waikato,11.46204,True,True
2018-11-05,Claudelands,Waikato,9.41541,False,True
2018-11-06,Claudelands,Waikato,9.42945,False,True
2018-11-07,Claudelands,Waikato,8.69876,False,True
2018-11-08,Claudelands,Waikato,6.98362,False,True
2018-11-09,Claudelands,Waikato,6.62324,False,True
2018-11-10,Claudelands,Waikato,8.26897,False,True
2018-11-11,Claudelands,Waikato,7.30102,False,True
2018-11-12,Claudelands,Waikato,5.03541,False,True
2018-11-13,Claudelands,Waikato,6.05304,False,True
2018-11-14,Claudelands,Waikato,7.00581,False,True
2018-11-15,Claudelands,Waikato,8.15888,False,True
2018-11-16,Claudelands,Waikato,7.96106,False,True
2018-11-17,Claudelands,Waikato,6.81576,False,True
2018-11-18,Claudelands,Waikato,6.33843,False,True
2018-11-19,Claudelands,Waikato,4.48702,False,True
2018-11-20,Claudelands,Waikato,4.60531,False,True
2018-11-21,Claudelands,Waikato,3.98306,False,True
2018-11-22,Claudelands,Waikato,4.09947,False,True
2018-11-23,Claudelands,Waikato,5.59861,False,True
2018-11-24,Claudelands,Waikato,2.76266,False,True
2018-11-25,Claudelands,Waikato,4.78836,False,True
2018-11-26,Claudelands,Waikato,7.96863,False,True
2018-11-27,Claudelands,Waikato,,False,False
2018-11-28,Claudelands,Waikato,,False,False
2018-11-29,Claudelands,Waikato,,False,False
2018-11-30,Claudelands,Waikato,,False,False
2018-12-01,Claudelands,Waikato,,False,False
2018-12-02,Claudelands,Waikato,,False,False
2018-12-03,Claudelands,Waikato,,False,False
2018-12-04,Claudelands,Waikato,,False,False
2018-12-05,Claudelands,Waikato,,False,False
2018-12-06,Claudelands,Waikato,,False,False
2018-12-07,Claudelands,Waikato,,False,False
2018-12-08,Claudelands,Waikato,,False,False
2018-12-09,Claudelands,Waikato,,False,False
2018-12-10,Claudelands,Waikato,,False,False
2018-12-11,Claudelands,Waikato,,False,False
2018-12-12,Claudelands,Waikato,,False,False
2018-12-13,Claudelands,Waikato,,False,False
2018-12-14,Claudelands,Waikato,,False,False
2018-12-15,Claudelands,Waikato,,False,False
2018-12-16,Claudelands,Waikato,,False,False
2018-12-17,Claudelands,Waikato,,False,False
2018-12-18,Claudelands,Waikato,,False,False
2018-12-19,Claudelands,Waikato,,False,False
2018-12-20,Claudelands,Waikato,,False,False
2018-12-21,Claudelands,Waikato,,False,False
2018-12-22,Claudelands,Waikato,,False,False
2018-12-23,Claudelands,Waikato,,False,False
2018-12-24,Claudelands,Waikato,,False,False
2018-12-25,Claudelands,Waikato,,False,False
2018-12-26,Claudelands,Waikato,10.84094,False,True
2018-12-27,Claudelands,Waikato,8.95935,False,True
2018-12-28,Claudelands,Waikato,7.56866,False,True
2018-12-29,Claudelands,Waikato,7.92998,False,True
2018-12-30,Claudelands,Waikato,5.37615,False,True
2018-12-31,Claudelands,Waikato,6.03729,False,True
2019-01-01,Claudelands,Waikato,7.27749,False,True
2019-01-02,Claudelands,Waikato,5.73463,False,True
2019-01-03,Claudelands,Waikato,7.00403,False,True
2019-01-04,Claudelands,Waikato,9.59491,False,True
2019-01-05,Claudelands,Waikato,8.37187,False,True
2019-01-06,Claudelands,Waikato,5.05722,False,True
2019-01-07,Claudelands,Waikato,5.97736,False,True
2019-01-08,Claudelands,Waikato,5.88398,False,True
2019-01-09,Claudelands,Waikato,8.16706,False,True
2019-01-10,Claudelands,Waikato,7.97523,False,True
2019-01-11,Claudelands,Waikato,,False,False
2019-01-12,Claudelands,Waikato,,False,False
2019-01-13,Claudelands,Waikato,,False,False
2019-01-14,Claudelands,Waikato,,False,False
2019-01-15,Claudelands,Waikato,,False,False
2019-01-16,Claudelands,Waikato,,False,False
2019-01-17,Claudelands,Waikato,,False,False
2019-01-18,Claudelands,Waikato,,False,False
2019-01-19,Claudelands,Waikato,,False,False
2019-01-20,Claudelands,Waikato,,False,False
2019-01-21,Claudelands,Waikato,,False,False
2019-01-22,Claudelands,Waikato,,False,False
2019-01-23,Claudelands,Waikato,,False,False
2019-01-24,Claudelands,Waikato,,False,False
2019-01-25,Claudelands,Waikato,,False,False
2019-01-26,Claudelands,Waikato,4.45751,False,True
2019-01-27,Claudelands,Waikato,4.03837,False,True
2019-01-28,Claudelands,Waikato,3.18842,False,True
2019-01-29,Claudelands,Waikato,5.71477,False,True
2019-01-30,Claudelands,Waikato,14.18899,True,True
2019-01-31,Claudelands,Waikato,14.98189,True,True
2019-02-01,Claudelands,Waikato,11.13883,False,True
2019-02-02,Claudelands,Waikato,7.11743,False,True
2019-02-03,Claudelands,Waikato,5.47237,False,True
2019-02-04,Claudelands,Waikato,9.65014,False,True
2019-02-05,Claudelands,Waikato,8.74224,False,True
2019-02-06,Claudelands,Waikato,6.88834,False,True
2019-02-07,Claudelands,Waikato,3.09922,False,True
2019-02-08,Claudelands,Waikato,3.83357,False,True
2019-02-09,Claudelands,Waikato,4.84188,False,True
2019-02-10,Claudelands,Waikato,5.80644,False,True
2019-02-11,Claudelands,Waikato,,False,False
2019-02-12,Claudelands,Waikato,,False,False
2019-02-13,Claudelands,Waikato,,False,False
2019-02-14,Claudelands,Waikato,,False,False
2019-02-15,Claudelands,Waikato,,False,False
2019-02-16,Claudelands,Waikato,,False,False
2019-02-17,Claudelands,Waikato,,False,False
2019-02-18,Claudelands,Waikato,,False,False
2019-02-19,Claudelands,Waikato,,False,False
2019-02-20,Claudelands,Waikato,,False,False
2019-02-21,Claudelands,Waikato,,False,False
2019-02-22,Claudelands,Waikato,,False,False
2019-02-23,Claudelands,Waikato,,False,False
2019-02-24,Claudelands,Waikato,,False,False
2019-02-25,Claudelands,Waikato,,False,False
2019-02-26,Claudelands,Waikato,,False,False
2019-02-27,Claudelands,Waikato,,False,False
2019-02-28,Claudelands,Waikato,,False,False
2019-03-01,Claudelands,Waikato,,False,False
2019-03-02,Claudelands,Waikato,,False,False
2019-03-03,Claudelands,Waikato,,False,False
2019-03-04,Claudelands,Waikato,,False,False
2019-03-05,Claudelands,Waikato,,False,False
2019-03-06,Claudelands,Waikato,,False,False
2019-03-07,Claudelands,Waikato,,False,False
2019-03-08,Claudelands,Waikato,,False,False
2019-03-09,Claudelands,Waikato,,False,False
2019-03-10,Claudelands,Waikato,,False,False
2019-03-11,Claudelands,Waikato,,False,False
2019-03-12,Claudelands,Waikato,,False,False
2019-03-13,Claudelands,Waikato,,False,False
2019-03-14,Claudelands,Waikato,,False,False
2019-03-15,Claudelands,Waikato,,False,False
2019-03-16,Claudelands,Waikato,,False,False
2019-03-17,Claudelands,Waikato,,False,False
2019-03-18,Claudelands,Waikato,,False,False
2019-03-19,Claudelands,Waikato,,False,False
2019-03-20,Claudelands,Waikato,,False,False
2019-03-21,Claudelands,Waikato,,False,False
2019-03-22,Claudelands,Waikato,,False,False
2019-03-23,Claudelands,Waikato,,False,False
2019-03-24,Claudelands,Waikato,,False,False
2019-03-25,Claudelands,Waikato,,False,False
2019-03-26,Claudelands,Waikato,,False,False
2019-03-27,Claudelands,Waikato,,False,False
2019-03-28,Claudelands,Waikato,,False,False
2019-03-29,Claudelands,Waikato,,False,False
2019-03-30,Claudelands,Waikato,,False,False
2019-03-31,Claudelands,Waikato,,False,False
2019-04-01,Claudelands,Waikato,,False,False
2019-04-02,Claudelands,Waikato,,False,False
2019-04-03,Claudelands,Waikato,,False,False
2019-04-04,Claudelands,Waikato,,False,False
2019-04-05,Claudelands,Waikato,,False,False
2019-04-06,Claudelands,Waikato,,False,False
2019-04-07,Claudelands,Waikato,,False,False
2019-04-08,Claudelands,Waikato,,False,False
2019-04-09,Claudelands,Waikato,,False,False
2019-04-10,Claudelands,Waikato,,False,False
2019-04-11,Claudelands,Waikato,,False,False
2019-04-12,Claudelands,Waikato,,False,False
2019-04-13,Claudelands,Waikato,,False,False
2019-04-14,Claudelands,Waikato,,False,False
2019-04-15,Claudelands,Waikato,,False,False
2019-04-16,Claudelands,Waikato,,False,False
2019-04-17,Claudelands,Waikato,,False,False
2019-04-18,Claudelands,Waikato,,False,False
2019-04-19,Claudelands,Waikato,,False,False
2019-04-20,Claudelands,Waikato,,False,False
2019-04-21,Claudelands,Waikato,,False,False
2019-04-22,Claudelands,Waikato,,False,False
2019-04-23,Claudelands,Waikato,,False,False
2019-04-24,Claudelands,Waikato,,False,False
2019-04-25,Claudelands,Waikato,,False,False
2019-04-26,Claudelands,Waikato,,False,False
2019-04-27,Claudelands,Waikato,,False,False
2019-04-28,Claudelands,Waikato,,False,False
2019-04-29,Claudelands,Waikato,,False,False
2019-04-30,Claudelands,Waikato,,False,False
2019-05-01,Claudelands,Waikato,,False,False
2019-05-02,Claudelands,Waikato,,False,False
2019-05-03,Claudelands,Waikato,,False,False
2019-05-04,Claudelands,Waikato,,False,False
2019-05-05,Claudelands,Waikato,,False,False
2019-05-06,Claudelands,Waikato,,False,False
2019-05-07,Claudelands,Waikato,,False,False
