date,resp_admissions,mu_expected,high_pm25_day,pm25_observed,pm25_ugm3
2018-04-03,16,18.326176001635847,False,False,
2018-04-04,13,18.090424259560965,False,False,
2018-04-05,19,17.855825312980674,False,False,
2018-04-06,11,18.334410186967613,False,False,
2018-04-07,19,16.325442724352783,False,False,
2018-04-08,14,15.9208077614714,False,False,
2018-04-09,16,17.6346345890756,False,False,
2018-04-10,22,17.931199582072082,False,False,
2018-04-11,17,17.69996854325354,False,False,
2018-04-12,11,17.469992632972247,False,False,
2018-04-13,9,17.93790078030013,False,False,
2018-04-14,10,15.97218682965503,False,False,
2018-04-15,19,15.576222424879909,False,False,
2018-04-16,28,17.252977285880956,False,False,
2018-04-17,15,17.543264741962176,False,False,
2018-04-18,10,17.31729378502086,False,False,
2018-04-19,19,17.092662033592973,False,False,
2018-04-20,17,17.55096806459156,False,False,
2018-04-21,6,15.62821439374724,False,False,
2018-04-22,15,15.241429735797979,False,False,
2018-04-23,14,16.88298751713631,False,False,
2018-04-24,17,17.168029848509576,False,False,
2018-04-25,18,16.94798200190149,False,False,
2018-04-26,19,16.729337958774188,False,False,
2018-04-27,15,17.179256963624862,False,False,
2018-04-28,17,15.298543970950165,False,False,
2018-04-29,21,14.921314693430697,False,False,
2018-04-30,25,16.53006427898343,False,False,
2018-05-01,18,16.810970890588393,False,False,
2018-05-02,24,16.597423207391074,False,False,
2018-05-03,7,16.385323505501344,False,False,
2018-05-04,15,16.82819349297742,False,False,
2018-05-05,16,15.287748119966526,True,True,22.92
2018-05-06,20,15.658610180993696,True,True,11.69507
2018-05-07,17,18.390486418203533,True,True,11.63799
2018-05-08,25,19.267202651640822,True,True,11.26674
2018-05-09,18,18.652610515035118,False,True,10.81444
2018-05-10,28,17.891279023533112,True,True,14.56069
2018-05-11,14,17.847892951060054,False,True,9.5191
2018-05-12,17,15.583149886246058,False,True,5.48208
2018-05-13,9,14.773839590429889,False,True,3.69854
2018-05-14,16,15.895710164111474,False,True,6.29313
2018-05-15,16,16.171900393996438,False,True,5.91118
2018-05-16,17,15.972699747008022,False,True,5.76389
2018-05-17,21,15.774971899073977,False,True,7.36174
2018-05-18,11,16.208151313754342,False,True,9.10375
2018-05-19,17,14.442029234436404,False,True,8.12229
2018-05-20,16,14.094314299237578,False,True,5.84403
2018-05-21,10,15.623554544438685,False,True,8.65813
2018-05-22,14,15.899234553210347,False,True,7.01938
2018-05-23,14,15.707672475257958,False,True,6.56639
2018-05-24,22,15.51756346494595,False,True,7.70993
2018-05-25,16,15.9482447074037,False,True,10.22132
2018-05-26,13,14.21461538399898,False,False,
2018-05-27,14,13.87654370679162,False,False,
2018-05-28,15,15.38688141993877,False,False,
2018-05-29,17,15.663300464263601,False,False,
2018-05-30,8,15.47954041466025,False,False,
2018-05-31,10,15.297192544025132,False,False,
2018-06-01,11,15.726998300576946,False,False,
2018-06-02,10,14.022179701616043,False,False,
2018-06-03,19,13.69341779520441,False,False,
2018-06-04,17,15.189165354790148,False,False,
2018-06-05,11,15.467563064648752,False,False,
2018-06-06,11,15.291655171999567,False,False,
2018-06-07,11,15.117097998754268,False,False,
2018-06-08,10,15.547665184192336,False,False,
2018-06-09,10,13.867552917911619,False,False,
2018-06-10,14,13.547631621458704,False,False,
2018-06-11,16,15.033317593966816,False,False,
2018-06-12,7,15.314906014076458,False,False,
2018-06-13,11,15.146786318561718,False,False,
2018-06-14,13,14.979936196491613,False,False,
2018-06-15,17,15.412892247539883,False,False,
2018-06-16,13,13.75301889570132,False,False,
2018-06-17,13,13.44134013262848,False,False,
2018-06-18,9,14.921643737096629,False,False,
2018-06-19,16,15.207589762900954,False,False,
2018-06-20,12,15.047081110911373,False,False,
2018-06-21,11,14.887742369912202,False,False,
2018-06-22,16,15.324681669366957,False,False,
2018-06-23,17,13.680281396024062,False,False,
2018-06-24,7,13.376126801129791,False,False,
2018-06-25,16,14.855810173261062,False,False,
2018-06-26,14,15.147218636010852,False,False,
2018-06-27,12,14.994033214637177,False,False,
2018-06-28,16,14.841900963740873,False,False,
2018-06-29,16,15.284361736827307,False,False,
2018-06-30,8,13.650439237653195,False,False,
2018-07-01,10,13.352980529008834,False,False,
2018-07-02,11,14.836819765369599,False,False,
2018-07-03,8,15.134717411487335,False,False,
2018-07-04,9,14.988460886609444,False,False,
2018-07-05,19,14.843125399848672,False,False,
2018-07-06,11,15.292567417580148,False,False,
2018-07-07,20,13.663970212240256,False,False,
2018-07-08,14,13.372281158112619,False,False,
2018-07-09,18,14.864997138897834,False,False,
2018-07-10,13,15.17031773593337,False,False,
2018-07-11,15,15.030494934415831,False,False,
2018-07-12,9,14.891447556439303,False,False,
2018-07-13,13,15.349230969169875,False,False,
2018-07-14,9,13.720723990519952,False,False,
2018-07-15,14,13.433793798425146,False,False,
2018-07-16,13,14.939983790757795,False,False,
2018-07-17,13,15.25355457598843,False,False,
2018-07-18,12,15.119576630106467,False,False,
2018-07-19,18,14.986217116426085,False,False,
2018-07-20,15,15.453582724505916,False,False,
2018-07-21,12,13.819924124834836,False,False,
2018-07-22,21,13.536672059179777,False,False,
2018-07-23,8,15.060743091884254,False,False,
2018-07-24,16,15.383272760224543,False,False,
2018-07-25,11,15.254465611241164,False,False,
2018-07-26,11,15.126110797187433,False,False,
2018-07-27,18,15.604162044899896,False,False,
2018-07-28,12,13.960179121507169,False,False,
2018-07-29,12,13.67947013842529,False,False,
2018-07-30,14,15.225575113830677,False,False,
2018-07-31,15,15.557643519475073,False,False,
2018-08-01,18,15.433257657574007,False,False,
2018-08-02,14,15.309151330760477,False,False,
2018-08-03,22,15.79883828483756,False,False,
2018-08-04,16,14.139502425201055,False,False,
2018-08-05,9,13.860163598395676,False,False,
2018-08-06,17,15.432141067348052,False,False,
2018-08-07,11,15.7741907887947,False,False,
2018-08-08,12,15.653412088630938,False,False,
2018-08-09,14,15.53273592226058,False,False,
2018-08-10,11,16.034841467599488,False,False,
2018-08-11,18,14.35534102828367,False,False,
2018-08-12,11,14.076178528171832,False,False,
2018-08-13,18,15.677497001630952,False,False,
2018-08-14,18,16.02982689278544,False,False,
2018-08-15,13,15.911788388006027,False,False,
2018-08-16,17,15.793673776946466,False,False,
2018-08-17,16,16.30880223009878,False,False,
2018-08-18,10,14.60461229318127,False,False,
2018-08-19,14,14.324428673549932,False,False,
2018-08-20,23,15.958136278676514,False,False,
2018-08-21,19,16.320897100000273,False,False,
2018-08-22,17,16.204691526443234,False,False,
2018-08-23,15,16.088232154877094,False,False,
2018-08-24,24,16.61680046091636,False,False,
2018-08-25,14,14.883748456645392,False,False,
2018-08-26,10,14.893387198479335,True,True,12.2852
2018-08-27,23,17.42521306486621,True,True,17.72311
2018-08-28,20,18.8943960184244,True,True,12.54583
2018-08-29,10,18.947448318624723,False,True,7.07964
2018-08-30,22,17.918829356911615,False,True,6.85713
2018-08-31,15,17.46305458731584,False,True,9.5358
2018-09-01,14,15.492523136892872,True,True,11.35132
2018-09-02,19,15.648152136619467,False,True,7.47152
2018-09-03,14,17.60526029167483,False,True,6.62398
2018-09-04,12,17.50197605845876,False,True,2.57141
2018-09-05,17,16.87685311985058,False,True,1.11626
2018-09-06,24,16.760900383899564,False,True,2.22401
2018-09-07,18,17.316822088009584,False,True,2.51487
2018-09-08,11,15.51523435469049,False,True,1.68078
2018-09-09,15,15.225025278273366,False,True,4.87474
2018-09-10,13,16.96936202734033,False,True,8.84755
2018-09-11,18,17.362818955001966,False,True,6.52076
2018-09-12,21,17.246464755309866,False,True,5.27237
2018-09-13,17,17.129354825468045,False,True,7.24985
2018-09-14,16,17.698796125041593,False,True,6.15851
2018-09-15,11,15.858517465185923,False,True,10.48734
2018-09-16,14,15.562803800664563,False,True,8.58031
2018-09-17,19,17.346736919502725,False,True,6.1529
2018-09-18,21,17.749735013059084,False,True,6.52767
2018-09-19,14,17.631449097546078,False,True,2.51423
2018-09-20,22,17.51225860994676,False,True,3.16047
2018-09-21,20,18.094854255905123,False,True,5.11387
2018-09-22,10,16.213663363749028,False,True,4.98182
2018-09-23,20,15.911482173991379,False,True,4.69856
2018-09-24,20,17.735435752726744,False,True,4.07664
2018-09-25,14,18.147395296542715,False,True,6.72461
2018-09-26,13,18.026270859052318,False,True,6.55169
2018-09-27,17,17.90410596440754,False,True,6.01036
2018-09-28,23,18.499301162669052,False,True,7.55415
2018-09-29,13,16.57556470581599,False,True,8.71374
2018-09-30,17,16.266045736729158,False,True,7.37868
2018-10-01,20,18.129867944257164,False,True,5.52383
2018-10-02,19,18.55007998641595,False,True,4.23925
2018-10-03,16,18.42525071901014,False,True,4.84393
2018-10-04,22,18.299260038135152,False,True,6.38866
2018-10-05,25,18.906318433042028,False,True,4.73847
2018-10-06,16,16.93901487462527,False,True,7.9354
2018-10-07,14,16.621393186472716,False,True,7.75735
2018-10-08,20,18.52435830956177,False,True,8.3177
2018-10-09,14,18.951994895024058,False,True,5.96281
2018-10-10,13,18.822647547629355,False,True,3.06974
2018-10-11,16,18.692034515395587,False,True,5.23114
2018-10-12,21,19.310048805262994,False,True,6.77718
2018-10-13,13,17.298783370936242,False,True,3.5683
2018-10-14,12,16.9724104477001,False,True,7.04718
2018-10-15,25,18.913229243288132,False,True,5.44483
2018-10-16,21,19.347355373645662,False,True,7.37653
2018-10-17,18,19.212741548654165,False,True,4.2546
2018-10-18,19,19.07677596739886,False,True,7.07952
2018-10-19,15,19.704680999152142,False,True,6.4287
2018-10-20,11,18.002685401042278,True,True,11.43843
2018-10-21,15,18.17974698235054,False,True,7.88943
2018-10-22,17,20.44833593562697,False,True,8.67248
2018-10-23,23,20.3223842083618,False,True,8.15682
2018-10-24,20,19.58991711597376,False,True,6.31072
2018-10-25,23,19.447945750795398,False,True,5.54241
2018-10-26,21,20.08453390470935,False,True,8.12428
2018-10-27,18,17.98668774609633,False,True,7.70761
2018-10-28,15,17.6413778095397,False,True,4.08014
2018-10-29,13,19.651882590451716,False,True,4.58897
2018-10-30,23,20.095823568381995,False,True,4.51737
2018-10-31,22,19.948744204081486,False,True,3.4842
2018-11-01,16,19.80020026628214,False,True,5.51275
2018-11-02,25,20.444138908611542,False,True,6.60512
2018-11-03,15,18.304920285044712,False,True,9.13535
2018-11-04,16,18.30869109925734,True,True,11.46204
2018-11-05,29,20.990582547229504,False,True,9.41541
2018-11-06,32,21.66444533694188,False,True,9.42945
2018-11-07,16,20.892578744320105,False,True,8.69876
2018-11-08,26,20.128468414318377,False,True,6.98362
2018-11-09,25,20.77831916559401,False,True,6.62324
2018-11-10,21,18.5998080114786,False,True,8.26897
2018-11-11,15,18.23456440127434,False,True,7.30102
2018-11-12,30,20.303446103519192,False,True,5.03541
2018-11-13,16,20.752539544802715,False,True,6.05304
2018-11-14,28,20.591028989131242,False,True,7.00581
2018-11-15,23,20.42802512522807,False,True,8.15888
2018-11-16,31,21.082264665622155,False,True,7.96106
2018-11-17,16,18.867106623617975,False,True,6.81576
2018-11-18,15,18.49187962835924,False,True,6.33843
2018-11-19,13,20.584631705022595,False,True,4.48702
2018-11-20,19,21.034449943783738,False,True,4.60531
2018-11-21,12,20.865242629329167,False,True,3.98306
2018-11-22,21,20.694559897515745,False,True,4.09947
2018-11-23,19,21.351602008339427,False,True,5.59861
2018-11-24,25,19.102970264811496,False,True,2.76266
2018-11-25,15,18.71794086872542,False,True,4.78836
2018-11-26,27,20.830542703696054,False,True,7.96863
2018-11-27,27,21.27983196314543,False,False,
2018-11-28,30,21.102753783999525,False,False,
2018-11-29,25,20.92423935023299,False,False,
2018-11-30,21,21.582457872639083,False,False,
2018-12-01,23,19.304007341084954,False,False,
2018-12-02,18,18.909497834849624,False,False,
2018-12-03,17,21.0376438252585,False,False,
2018-12-04,19,21.485158372729703,False,False,
2018-12-05,18,21.300148817882413,False,False,
2018-12-06,10,21.113762881663,False,False,
2018-12-07,20,21.7715152602532,False,False,
2018-12-08,24,19.467329774230745,False,False,
2018-12-09,18,19.063799125909362,False,False,
2018-12-10,31,21.202960969036692,False,False,
2018-12-11,23,21.647481162501208,False,False,
2018-12-12,31,21.45459422390444,False,False,
2018-12-13,23,21.260410626193185,False,False,
2018-12-14,18,21.916061696664297,False,False,
2018-12-15,16,19.590594975185084,False,False,
2018-12-16,23,19.178632220113496,False,False,
2018-12-17,20,21.324124443377894,False,False,
2018-12-18,25,21.764474405048873,False,False,
2018-12-19,26,21.563877827365467,False,False,
2018-12-20,17,21.362083012582573,False,False,
2018-12-21,23,22.014028688916746,False,False,
2018-12-22,16,19.67203992768752,False,False,
2018-12-23,21,19.252355672511754,False,False,
2018-12-24,14,21.3994034582444,False,False,
2018-12-25,20,21.834468119164637,False,False,
2018-12-26,25,21.626441001609077,False,True,10.84094
2018-12-27,13,21.41733134829093,False,True,8.95935
2018-12-28,25,22.064021866354373,False,True,7.56866
2018-12-29,25,19.71050688633082,False,True,7.92998
2018-12-30,19,19.28392304973419,False,True,5.37615
2018-12-31,26,21.427731372937536,False,True,6.03729
2019-01-01,24,21.856256823965786,False,True,7.27749
2019-01-02,18,21.64094354693347,False,True,5.73463
2019-01-03,26,21.42468400344446,False,True,7.00403
2019-01-04,25,22.06437685239384,False,True,9.59491
2019-01-05,22,19.704376930009968,False,True,8.37187
2019-01-06,21,19.271621670612713,False,True,5.05722
2019-01-07,28,21.407062483615395,False,True,5.97736
2019-01-08,27,21.828256386543565,False,True,5.88398
2019-01-09,19,21.606406495376962,False,True,8.16706
2019-01-10,16,21.383755809082505,False,True,7.97523
2019-01-11,27,22.015298693696828,False,False,
2019-01-12,21,19.654370678231917,False,False,
2019-01-13,21,19.216682088127154,False,False,
2019-01-14,25,21.339347688927045,False,False,
2019-01-15,26,21.75240399560735,False,False,
2019-01-16,34,21.5246036712889,False,False,
2019-01-17,24,21.29615955866388,False,False,
2019-01-18,19,21.918300297762393,False,False,
2019-01-19,11,19.561706625577088,False,False,
2019-01-20,17,19.12016599750734,False,False,
2019-01-21,25,21.225621506141906,False,False,
2019-01-22,25,21.629822311180824,False,False,
2019-01-23,21,21.396743723557638,False,False,
2019-01-24,24,21.163187618920496,False,False,
2019-01-25,21,21.774810967518064,False,False,
2019-01-26,22,19.427748738183425,False,True,4.45751
2019-01-27,12,18.98349273121115,False,True,4.03837
2019-01-28,23,21.067554972559204,False,True,3.18842
2019-01-29,32,21.462311171977248,False,True,5.71477
2019-01-30,21,21.649196822676604,True,True,14.18899
2019-01-31,21,22.476852063852547,True,True,14.98189
2019-02-01,22,24.026257338372154,False,True,11.13883
2019-02-02,28,21.022018877687916,False,True,7.11743
2019-02-03,15,19.3729235970699,False,True,5.47237
2019-02-04,23,20.867461852781457,False,True,9.65014
2019-02-05,27,21.252321712826443,False,True,8.74224
2019-02-06,34,21.010997393883493,False,True,6.88834
2019-02-07,24,20.76954617052417,False,True,3.09922
2019-02-08,15,21.35741549515243,False,True,3.83357
2019-02-09,27,19.044371632327046,False,True,4.84188
2019-02-10,23,18.598233496782164,False,True,5.80644
2019-02-11,14,20.628265302398564,False,False,
2019-02-12,24,21.00292104093941,False,False,
2019-02-13,16,20.758748395755827,False,False,
2019-02-14,12,20.514628111993417,False,False,
2019-02-15,18,21.089606578980185,False,False,
2019-02-16,16,18.80055160604805,False,False,
2019-02-17,17,18.355273181733605,False,False,
2019-02-18,22,20.353455695435674,False,False,
2019-02-19,23,20.717747980054558,False,False,
2019-02-20,24,20.471635729996347,False,False,
2019-02-21,20,20.225754294205736,False,False,
2019-02-22,15,20.78741320877176,False,False,
2019-02-23,20,18.526555331931004,False,False,
2019-02-24,19,18.083325806891043,False,False,
2019-02-25,18,20.04704022398194,False,False,
2019-02-26,13,20.400960521032705,False,False,
2019-02-27,7,20.15384536946496,False,False,
2019-02-28,18,19.907136086927572,False,False,
2019-03-01,21,20.455240661924194,False,False,
2019-03-02,22,18.22637680952985,False,False,
2019-03-03,13,17.786355293758728,False,False,
2019-03-04,21,19.71348499776602,False,False,
2019-03-05,23,20.05717573777705,False,False,
2019-03-06,18,19.81000880978607,False,False,
2019-03-07,20,19.563416870915667,False,False,
2019-03-08,19,20.097929681427207,False,False,
2019-03-09,18,17.904390391965055,False,False,
2019-03-10,10,17.46868911950345,False,False,
2019-03-11,16,19.35765048028425,False,False,
2019-03-12,26,19.69140303670493,False,False,
2019-03-13,15,19.44513610616083,False,False,
2019-03-14,21,19.199604898825715,False,False,
2019-03-15,20,19.720686478956647,False,False,
2019-03-16,13,17.565287529341987,False,False,
2019-03-17,10,17.13495573470673,False,False,
2019-03-18,16,18.984721194839725,False,False,
2019-03-19,25,19.308971704802094,False,False,
2019-03-20,22,19.064543408203615,False,False,
2019-03-21,17,18.821000852361873,False,False,
2019-03-22,25,19.329007424772325,False,False,
2019-03-23,16,17.214008901503547,False,False,
2019-03-24,17,16.790017604187693,False,False,
2019-03-25,25,18.60013071710945,False,False,
2019-03-26,16,18.915453804143354,False,False,
2019-03-27,26,18.673776040932907,False,False,
2019-03-28,20,18.433121143529295,False,False,
2019-03-29,22,18.92859951381201,False,False,
2019-03-30,12,16.85567292189417,False,False,
2019-03-31,29,16.43890083958458,False,False,
2019-04-01,23,18.209483039413396,False,False,
2019-04-02,15,18.516583528459996,False,False,
2019-04-03,18,18.2785282448517,False,False,
2019-04-04,16,18.04161806978891,False,False,
2019-04-05,14,18.52529775885688,False,False,
2019-04-06,28,16.495501647148473,False,False,
2019-04-07,18,16.08672244202044,False,False,
2019-04-08,21,17.818471444716035,False,False,
2019-04-09,14,18.11817418889109,False,False,
2019-04-10,13,17.88456073675381,False,False,
2019-04-11,15,17.6521979787928,False,False,
2019-04-12,17,18.12498070647438,False,False,
2019-04-13,18,16.138745164883087,False,False,
2019-04-14,11,15.738616208078254,False,False,
2019-04-15,19,17.432796064777644,False,False,
2019-04-16,19,17.72603403072046,False,False,
2019-04-17,13,17.497617284781427,False,False,
2019-04-18,14,17.270538627529707,False,False,
2019-04-19,7,17.733485298967107,False,False,
2019-04-20,15,15.790605554510286,False,False,
2019-04-21,13,15.399658371964758,False,False,
2019-04-22,7,17.058081316258566,False,False,
2019-04-23,19,17.34588210016742,False,False,
2019-04-24,16,17.12334150586842,False,False,
2019-04-25,17,16.902206932707777,False,False,
2019-04-26,12,17.35652231536861,False,False,
2019-04-27,13,15.456161522380476,False,False,
2019-04-28,11,15.074794060860825,False,False,
2019-04-29,29,16.69979441067791,False,False,
2019-04-30,19,16.983265379911934,False,False,
2019-05-01,22,16.767195090817403,False,False,
2019-05-02,25,16.5525783038659,False,False,
2019-05-03,17,16.99959361648099,False,False,
2019-05-04,20,15.140294803097847,False,False,
2019-05-05,17,14.768765628975572,False,False,
2019-05-06,13,16.36316611890488,False,False,
2019-05-07,15,16.643478393994986,False,False,
2019-05-08,10,16.434378641913213,False,False,
2019-05-09,17,16.226758728109555,False,False,
2019-05-10,22,16.66791239315693,False,False,
2019-05-11,13,14.847619393573034,False,False,
2019-05-12,18,14.486043908903508,False,False,
2019-05-13,20,16.053114938530914,False,False,
2019-05-14,21,16.33148644729848,False,False,
2019-05-15,17,16.129756270460884,False,False,
2019-05-16,14,15.929510735833109,False,False,
2019-05-17,15,16.366327573859092,False,False,
2019-05-18,13,14.582414645639654,False,False,
2019-05-19,11,14.230763376914446,False,False,
2019-05-20,12,15.774175763498311,False,False,
2019-05-21,17,16.051853612484944,False,False,
2019-05-22,17,15.85778504749175,False,False,
2019-05-23,14,15.665184320887576,False,False,
2019-05-24,16,16.099253487602564,False,False,
2019-05-25,13,14.348563187454626,False,False,
2019-05-26,15,14.006662172388678,False,False,
2019-05-27,17,15.530434090449921,False,False,
2019-05-28,25,15.80867650881825,False,False,
2019-05-29,12,15.622450330885483,False,False,
2019-05-30,14,15.437653817184662,False,True,7.49375
2019-05-31,16,15.870605802565489,False,True,4.91528
2019-06-01,12,14.14949457422556,False,True,6.12431
