event_date,date,relative_day,pm25_ugm3,high_pm25_day
2019-06-09,2019-06-07,-2,6.70903,False
2019-06-09,2019-06-09,0,12.06875,True
2019-06-09,2019-06-10,1,8.56042,False
2019-06-09,2019-06-11,2,9.56389,False
2019-06-09,2019-06-15,6,5.8,False
2019-06-09,2019-06-16,7,6.82847,False
2019-06-12,2019-06-05,-7,6.78056,False
2019-06-12,2019-06-06,-6,4.85903,False
2019-06-12,2019-06-07,-5,6.70903,False
2019-06-12,2019-06-10,-2,8.56042,False
2019-06-12,2019-06-11,-1,9.56389,False
2019-06-12,2019-06-12,0,11.89097,True
2019-06-12,2019-06-15,3,5.8,False
2019-06-12,2019-06-16,4,6.82847,False
2019-06-12,2019-06-17,5,8.61667,False
2019-06-13,2019-06-06,-7,4.85903,False
2019-06-13,2019-06-07,-6,6.70903,False
2019-06-13,2019-06-10,-3,8.56042,False
2019-06-13,2019-06-11,-2,9.56389,False
2019-06-13,2019-06-13,0,16.16667,True
2019-06-13,2019-06-15,2,5.8,False
2019-06-13,2019-06-16,3,6.82847,False
2019-06-13,2019-06-17,4,8.61667,False
2019-06-14,2019-06-07,-7,6.70903,False
2019-06-14,2019-06-10,-4,8.56042,False
2019-06-14,2019-06-11,-3,9.56389,False
2019-06-14,2019-06-14,0,13.68403,True
2019-06-14,2019-06-15,1,5.8,False
2019-06-14,2019-06-16,2,6.82847,False
2019-06-14,2019-06-17,3,8.61667,False
2019-06-18,2019-06-11,-7,9.56389,False
2019-06-18,2019-06-15,-3,5.8,False
2019-06-18,2019-06-16,-2,6.82847,False
2019-06-18,2019-06-17,-1,8.61667,False
2019-06-18,2019-06-18,0,15.27982,True
2019-06-18,2019-06-24,6,4.95903,False
2019-06-18,2019-06-25,7,9.11667,False
2019-06-21,2019-06-15,-6,5.8,False
2019-06-21,2019-06-16,-5,6.82847,False
2019-06-21,2019-06-17,-4,8.61667,False
2019-06-21,2019-06-21,0,11.29028,True
2019-06-21,2019-06-24,3,4.95903,False
2019-06-21,2019-06-25,4,9.11667,False
2019-06-22,2019-06-15,-7,5.8,False
2019-06-22,2019-06-16,-6,6.82847,False
2019-06-22,2019-06-17,-5,8.61667,False
2019-06-22,2019-06-22,0,18.75486,True
2019-06-22,2019-06-24,2,4.95903,False
2019-06-22,2019-06-25,3,9.11667,False
2019-06-23,2019-06-16,-7,6.82847,False
2019-06-23,2019-06-17,-6,8.61667,False
2019-06-23,2019-06-23,0,12.02014,True
2019-06-23,2019-06-24,1,4.95903,False
2019-06-23,2019-06-25,2,9.11667,False
2019-06-26,2019-06-24,-2,4.95903,False
2019-06-26,2019-06-25,-1,9.11667,False
2019-06-26,2019-06-26,0,21.39931,True
2019-06-26,2019-07-02,6,5.39097,False
2019-06-26,2019-07-03,7,4.92431,False
2019-06-29,2019-06-24,-5,4.95903,False
2019-06-29,2019-06-25,-4,9.11667,False
2019-06-29,2019-06-29,0,24.42708,True
2019-06-29,2019-07-02,3,5.39097,False
2019-06-29,2019-07-03,4,4.92431,False
2019-06-29,2019-07-04,5,2.63264,False
2019-06-29,2019-07-05,6,2.92431,False
2019-06-30,2019-06-24,-6,4.95903,False
2019-06-30,2019-06-25,-5,9.11667,False
2019-06-30,2019-06-30,0,21.25903,True
2019-06-30,2019-07-02,2,5.39097,False
2019-06-30,2019-07-03,3,4.92431,False
2019-06-30,2019-07-04,4,2.63264,False
2019-06-30,2019-07-05,5,2.92431,False
2019-07-01,2019-06-24,-7,4.95903,False
2019-07-01,2019-06-25,-6,9.11667,False
2019-07-01,2019-07-01,0,11.81667,True
2019-07-01,2019-07-02,1,5.39097,False
2019-07-01,2019-07-03,2,4.92431,False
2019-07-01,2019-07-04,3,2.63264,False
2019-07-01,2019-07-05,4,2.92431,False
2019-07-01,2019-07-08,7,8.13819,False
2019-07-06,2019-07-02,-4,5.39097,False
2019-07-06,2019-07-03,-3,4.92431,False
2019-07-06,2019-07-04,-2,2.63264,False
2019-07-06,2019-07-05,-1,2.92431,False
2019-07-06,2019-07-06,0,15.76528,True
2019-07-06,2019-07-08,2,8.13819,False
2019-07-06,2019-07-09,3,9.16806,False
2019-07-06,2019-07-10,4,8.45208,False
2019-07-06,2019-07-11,5,9.61944,False
2019-07-06,2019-07-12,6,8.9875,False
2019-07-06,2019-07-13,7,9.47431,False
2019-07-07,2019-07-02,-5,5.39097,False
2019-07-07,2019-07-03,-4,4.92431,False
2019-07-07,2019-07-04,-3,2.63264,False
2019-07-07,2019-07-05,-2,2.92431,False
2019-07-07,2019-07-07,0,18.81389,True
2019-07-07,2019-07-08,1,8.13819,False
2019-07-07,2019-07-09,2,9.16806,False
2019-07-07,2019-07-10,3,8.45208,False
2019-07-07,2019-07-11,4,9.61944,False
2019-07-07,2019-07-12,5,8.9875,False
2019-07-07,2019-07-13,6,9.47431,False
2019-07-07,2019-07-14,7,6.51528,False
2019-07-21,2019-07-14,-7,6.51528,False
2019-07-21,2019-07-15,-6,6.10625,False
2019-07-21,2019-07-16,-5,6.58264,False
2019-07-21,2019-07-17,-4,8.21875,False
2019-07-21,2019-07-18,-3,7.18125,False
2019-07-21,2019-07-19,-2,6.96389,False
2019-07-21,2019-07-20,-1,7.14167,False
2019-07-21,2019-07-21,0,13.56806,True
2019-07-21,2019-07-25,4,8.25347,False
2019-07-21,2019-07-26,5,5.63819,False
2019-07-21,2019-07-27,6,9.35347,False
2019-07-22,2019-07-15,-7,6.10625,False
2019-07-22,2019-07-16,-6,6.58264,False
2019-07-22,2019-07-17,-5,8.21875,False
2019-07-22,2019-07-18,-4,7.18125,False
2019-07-22,2019-07-19,-3,6.96389,False
2019-07-22,2019-07-20,-2,7.14167,False
2019-07-22,2019-07-22,0,18.33681,True
2019-07-22,2019-07-25,3,8.25347,False
2019-07-22,2019-07-26,4,5.63819,False
2019-07-22,2019-07-27,5,9.35347,False
2019-07-23,2019-07-16,-7,6.58264,False
2019-07-23,2019-07-17,-6,8.21875,False
2019-07-23,2019-07-18,-5,7.18125,False
2019-07-23,2019-07-19,-4,6.96389,False
2019-07-23,2019-07-20,-3,7.14167,False
2019-07-23,2019-07-23,0,14.91458,True
2019-07-23,2019-07-25,2,8.25347,False
2019-07-23,2019-07-26,3,5.63819,False
2019-07-23,2019-07-27,4,9.35347,False
2019-07-23,2019-07-30,7,7.96597,False
2019-07-24,2019-07-17,-7,8.21875,False
2019-07-24,2019-07-18,-6,7.18125,False
2019-07-24,2019-07-19,-5,6.96389,False
2019-07-24,2019-07-20,-4,7.14167,False
2019-07-24,2019-07-24,0,19.47778,True
2019-07-24,2019-07-25,1,8.25347,False
2019-07-24,2019-07-26,2,5.63819,False
2019-07-24,2019-07-27,3,9.35347,False
2019-07-24,2019-07-30,6,7.96597,False
2019-07-24,2019-07-31,7,7.55556,False
2019-07-28,2019-07-25,-3,8.25347,False
2019-07-28,2019-07-26,-2,5.63819,False
2019-07-28,2019-07-27,-1,9.35347,False
2019-07-28,2019-07-28,0,12.76944,True
2019-07-28,2019-07-30,2,7.96597,False
2019-07-28,2019-07-31,3,7.55556,False
2019-07-28,2019-08-01,4,9.28333,False
2019-07-28,2019-08-02,5,7.69306,False
2019-07-28,2019-08-03,6,9.50486,False
2019-07-28,2019-08-04,7,6.40486,False
2019-07-29,2019-07-25,-4,8.25347,False
2019-07-29,2019-07-26,-3,5.63819,False
2019-07-29,2019-07-27,-2,9.35347,False
2019-07-29,2019-07-29,0,12.9,True
2019-07-29,2019-07-30,1,7.96597,False
2019-07-29,2019-07-31,2,7.55556,False
2019-07-29,2019-08-01,3,9.28333,False
2019-07-29,2019-08-02,4,7.69306,False
2019-07-29,2019-08-03,5,9.50486,False
2019-07-29,2019-08-04,6,6.40486,False
2019-07-29,2019-08-05,7,6.94931,False
2019-10-25,2019-10-18,-7,5.65903,False
2019-10-25,2019-10-19,-6,7.39236,False
2019-10-25,2019-10-20,-5,5.90347,False
2019-10-25,2019-10-21,-4,6.47153,False
2019-10-25,2019-10-22,-3,5.95069,False
2019-10-25,2019-10-23,-2,5.14514,False
2019-10-25,2019-10-24,-1,8.67083,False
2019-10-25,2019-10-25,0,11.29931,True
2019-10-25,2019-10-26,1,9.77708,False
2019-10-25,2019-10-27,2,6.03264,False
2019-10-25,2019-10-28,3,5.36458,False
2019-10-25,2019-10-29,4,5.72569,False
2019-10-25,2019-10-30,5,6.46111,False
2019-10-25,2019-10-31,6,9.76389,False
2019-10-25,2019-11-01,7,8.83333,False
2019-11-05,2019-10-29,-7,5.72569,False
2019-11-05,2019-10-30,-6,6.46111,False
2019-11-05,2019-10-31,-5,9.76389,False
2019-11-05,2019-11-01,-4,8.83333,False
2019-11-05,2019-11-02,-3,8.81319,False
2019-11-05,2019-11-03,-2,9.29583,False
2019-11-05,2019-11-04,-1,7.22847,False
2019-11-05,2019-11-05,0,14.88194,True
2019-11-05,2019-11-07,2,8.12431,False
2019-11-05,2019-11-08,3,8.37778,False
2019-11-05,2019-11-09,4,7.64306,False
2019-11-05,2019-11-10,5,3.27639,False
2019-11-05,2019-11-11,6,9.00278,False
2019-11-05,2019-11-12,7,5.13125,False
2019-11-06,2019-10-30,-7,6.46111,False
2019-11-06,2019-10-31,-6,9.76389,False
2019-11-06,2019-11-01,-5,8.83333,False
2019-11-06,2019-11-02,-4,8.81319,False
2019-11-06,2019-11-03,-3,9.29583,False
2019-11-06,2019-11-04,-2,7.22847,False
2019-11-06,2019-11-06,0,13.5125,True
2019-11-06,2019-11-07,1,8.12431,False
2019-11-06,2019-11-08,2,8.37778,False
2019-11-06,2019-11-09,3,7.64306,False
2019-11-06,2019-11-10,4,3.27639,False
2019-11-06,2019-11-11,5,9.00278,False
2019-11-06,2019-11-12,6,5.13125,False
2019-11-06,2019-11-13,7,5.68125,False
2019-11-26,2019-11-19,-7,4.90972,False
2019-11-26,2019-11-20,-6,5.91597,False
2019-11-26,2019-11-21,-5,6.38264,False
2019-11-26,2019-11-22,-4,7.55,False
2019-11-26,2019-11-23,-3,9.03681,False
2019-11-26,2019-11-24,-2,8.63056,False
2019-11-26,2019-11-25,-1,10.24167,False
2019-11-26,2019-11-26,0,11.33125,True
2019-11-26,2019-11-27,1,11.13819,False
2019-11-26,2019-11-30,4,10.06597,False
2019-11-26,2019-12-01,5,4.94653,False
2019-11-26,2019-12-02,6,4.91042,False
2019-11-26,2019-12-03,7,9.34444,False
2019-11-28,2019-11-21,-7,6.38264,False
2019-11-28,2019-11-22,-6,7.55,False
2019-11-28,2019-11-23,-5,9.03681,False
2019-11-28,2019-11-24,-4,8.63056,False
2019-11-28,2019-11-25,-3,10.24167,False
2019-11-28,2019-11-27,-1,11.13819,False
2019-11-28,2019-11-28,0,14.59514,True
2019-11-28,2019-11-30,2,10.06597,False
2019-11-28,2019-12-01,3,4.94653,False
2019-11-28,2019-12-02,4,4.91042,False
2019-11-28,2019-12-03,5,9.34444,False
2019-11-29,2019-11-22,-7,7.55,False
2019-11-29,2019-11-23,-6,9.03681,False
2019-11-29,2019-11-24,-5,8.63056,False
2019-11-29,2019-11-25,-4,10.24167,False
2019-11-29,2019-11-27,-2,11.13819,False
2019-11-29,2019-11-29,0,11.29167,True
2019-11-29,2019-11-30,1,10.06597,False
2019-11-29,2019-12-01,2,4.94653,False
2019-11-29,2019-12-02,3,4.91042,False
2019-11-29,2019-12-03,4,9.34444,False
2019-12-04,2019-11-27,-7,11.13819,False
2019-12-04,2019-11-30,-4,10.06597,False
2019-12-04,2019-12-01,-3,4.94653,False
2019-12-04,2019-12-02,-2,4.91042,False
2019-12-04,2019-12-03,-1,9.34444,False
2019-12-04,2019-12-04,0,11.28542,True
2019-12-04,2019-12-08,4,5.78194,False
2019-12-04,2019-12-09,5,7.99583,False
2019-12-04,2019-12-10,6,3.42639,False
2019-12-04,2019-12-11,7,4.59306,False
2019-12-05,2019-11-30,-5,10.06597,False
2019-12-05,2019-12-01,-4,4.94653,False
2019-12-05,2019-12-02,-3,4.91042,False
2019-12-05,2019-12-03,-2,9.34444,False
2019-12-05,2019-12-05,0,17.68611,True
2019-12-05,2019-12-08,3,5.78194,False
2019-12-05,2019-12-09,4,7.99583,False
2019-12-05,2019-12-10,5,3.42639,False
2019-12-05,2019-12-11,6,4.59306,False
2019-12-05,2019-12-12,7,5.76806,False
2019-12-06,2019-11-30,-6,10.06597,False
2019-12-06,2019-12-01,-5,4.94653,False
2019-12-06,2019-12-02,-4,4.91042,False
2019-12-06,2019-12-03,-3,9.34444,False
2019-12-06,2019-12-06,0,21.92014,True
2019-12-06,2019-12-08,2,5.78194,False
2019-12-06,2019-12-09,3,7.99583,False
2019-12-06,2019-12-10,4,3.42639,False
2019-12-06,2019-12-11,5,4.59306,False
2019-12-06,2019-12-12,6,5.76806,False
2019-12-06,2019-12-13,7,5.30972,False
2019-12-07,2019-11-30,-7,10.06597,False
2019-12-07,2019-12-01,-6,4.94653,False
2019-12-07,2019-12-02,-5,4.91042,False
2019-12-07,2019-12-03,-4,9.34444,False
2019-12-07,2019-12-07,0,14.96667,True
2019-12-07,2019-12-08,1,5.78194,False
2019-12-07,2019-12-09,2,7.99583,False
2019-12-07,2019-12-10,3,3.42639,False
2019-12-07,2019-12-11,4,4.59306,False
2019-12-07,2019-12-12,5,5.76806,False
2019-12-07,2019-12-13,6,5.30972,False
2019-12-07,2019-12-14,7,3.6,False
2020-01-03,2019-12-27,-7,5.13333,False
2020-01-03,2019-12-28,-6,7.56597,False
2020-01-03,2019-12-29,-5,7.92292,False
2020-01-03,2019-12-30,-4,9.17153,False
2020-01-03,2019-12-31,-3,10.31597,False
2020-01-03,2020-01-01,-2,8.12431,False
2020-01-03,2020-01-02,-1,6.15417,False
2020-01-03,2020-01-03,0,11.56736,True
2020-01-03,2020-01-04,1,10.35556,False
2020-01-03,2020-01-05,2,9.09375,False
2020-01-03,2020-01-07,4,8.74792,False
2020-01-03,2020-01-08,5,6.56111,False
2020-01-03,2020-01-09,6,6.42847,False
2020-01-03,2020-01-10,7,7.37639,False
2020-01-06,2019-12-30,-7,9.17153,False
2020-01-06,2019-12-31,-6,10.31597,False
2020-01-06,2020-01-01,-5,8.12431,False
2020-01-06,2020-01-02,-4,6.15417,False
2020-01-06,2020-01-04,-2,10.35556,False
2020-01-06,2020-01-05,-1,9.09375,False
2020-01-06,2020-01-06,0,11.93889,True
2020-01-06,2020-01-07,1,8.74792,False
2020-01-06,2020-01-08,2,6.56111,False
2020-01-06,2020-01-09,3,6.42847,False
2020-01-06,2020-01-10,4,7.37639,False
2020-01-06,2020-01-11,5,6.8,False
2020-01-06,2020-01-12,6,6.80208,False
2020-01-06,2020-01-13,7,6.77847,False
2020-02-01,2020-01-25,-7,5.70486,False
2020-02-01,2020-01-26,-6,5.21597,False
2020-02-01,2020-01-27,-5,5.33333,False
2020-02-01,2020-01-28,-4,4.58194,False
2020-02-01,2020-01-29,-3,4.69236,False
2020-02-01,2020-01-30,-2,5.48958,False
2020-02-01,2020-01-31,-1,5.27153,False
2020-02-01,2020-02-01,0,16.26042,True
2020-02-01,2020-02-02,1,6.54514,False
2020-02-01,2020-02-03,2,4.03194,False
2020-02-01,2020-02-04,3,5.08472,False
2020-02-01,2020-02-05,4,8.70903,False
2020-02-01,2020-02-06,5,6.22153,False
2020-02-01,2020-02-07,6,4.93194,False
2020-02-01,2020-02-08,7,6.03889,False
2020-04-21,2020-04-14,-7,6.19167,False
2020-04-21,2020-04-15,-6,5.9,False
2020-04-21,2020-04-16,-5,4.32986,False
2020-04-21,2020-04-17,-4,6.99306,False
2020-04-21,2020-04-18,-3,7.80903,False
2020-04-21,2020-04-19,-2,7.43056,False
2020-04-21,2020-04-20,-1,5.64722,False
2020-04-21,2020-04-21,0,16.80694,True
2020-04-21,2020-04-24,3,7.52153,False
2020-04-21,2020-04-25,4,7.11458,False
2020-04-21,2020-04-26,5,10.37569,False
2020-04-22,2020-04-15,-7,5.9,False
2020-04-22,2020-04-16,-6,4.32986,False
2020-04-22,2020-04-17,-5,6.99306,False
2020-04-22,2020-04-18,-4,7.80903,False
2020-04-22,2020-04-19,-3,7.43056,False
2020-04-22,2020-04-20,-2,5.64722,False
2020-04-22,2020-04-22,0,18.16875,True
2020-04-22,2020-04-24,2,7.52153,False
2020-04-22,2020-04-25,3,7.11458,False
2020-04-22,2020-04-26,4,10.37569,False
2020-04-23,2020-04-16,-7,4.32986,False
2020-04-23,2020-04-17,-6,6.99306,False
2020-04-23,2020-04-18,-5,7.80903,False
2020-04-23,2020-04-19,-4,7.43056,False
2020-04-23,2020-04-20,-3,5.64722,False
2020-04-23,2020-04-23,0,17.3375,True
2020-04-23,2020-04-24,1,7.52153,False
2020-04-23,2020-04-25,2,7.11458,False
2020-04-23,2020-04-26,3,10.37569,False
2020-04-27,2020-04-20,-7,5.64722,False
2020-04-27,2020-04-24,-3,7.52153,False
2020-04-27,2020-04-25,-2,7.11458,False
2020-04-27,2020-04-26,-1,10.37569,False
2020-04-27,2020-04-27,0,12.46875,True
2020-04-27,2020-05-02,5,11.01597,False
2020-04-27,2020-05-03,6,5.42153,False
2020-04-27,2020-05-04,7,4.62153,False
2020-04-28,2020-04-24,-4,7.52153,False
2020-04-28,2020-04-25,-3,7.11458,False
2020-04-28,2020-04-26,-2,10.37569,False
2020-04-28,2020-04-28,0,11.63958,True
2020-04-28,2020-05-02,4,11.01597,False
2020-04-28,2020-05-03,5,5.42153,False
2020-04-28,2020-05-04,6,4.62153,False
2020-04-28,2020-05-05,7,5.98819,False
2020-04-29,2020-04-24,-5,7.52153,False
2020-04-29,2020-04-25,-4,7.11458,False
2020-04-29,2020-04-26,-3,10.37569,False
2020-04-29,2020-04-29,0,15.89792,True
2020-04-29,2020-05-02,3,11.01597,False
2020-04-29,2020-05-03,4,5.42153,False
2020-04-29,2020-05-04,5,4.62153,False
2020-04-29,2020-05-05,6,5.98819,False
2020-04-29,2020-05-06,7,8.7,False
2020-04-30,2020-04-24,-6,7.52153,False
2020-04-30,2020-04-25,-5,7.11458,False
2020-04-30,2020-04-26,-4,10.37569,False
2020-04-30,2020-04-30,0,16.23611,True
2020-04-30,2020-05-02,2,11.01597,False
2020-04-30,2020-05-03,3,5.42153,False
2020-04-30,2020-05-04,4,4.62153,False
2020-04-30,2020-05-05,5,5.98819,False
2020-04-30,2020-05-06,6,8.7,False
2020-05-01,2020-04-24,-7,7.52153,False
2020-05-01,2020-04-25,-6,7.11458,False
2020-05-01,2020-04-26,-5,10.37569,False
2020-05-01,2020-05-01,0,17.53403,True
2020-05-01,2020-05-02,1,11.01597,False
2020-05-01,2020-05-03,2,5.42153,False
2020-05-01,2020-05-04,3,4.62153,False
2020-05-01,2020-05-05,4,5.98819,False
2020-05-01,2020-05-06,5,8.7,False
2020-05-07,2020-05-02,-5,11.01597,False
2020-05-07,2020-05-03,-4,5.42153,False
2020-05-07,2020-05-04,-3,4.62153,False
2020-05-07,2020-05-05,-2,5.98819,False
2020-05-07,2020-05-06,-1,8.7,False
2020-05-07,2020-05-07,0,16.29306,True
2020-05-07,2020-05-12,5,9.64028,False
2020-05-07,2020-05-13,6,5.62986,False
2020-05-07,2020-05-14,7,10.73611,False
2020-05-08,2020-05-02,-6,11.01597,False
2020-05-08,2020-05-03,-5,5.42153,False
2020-05-08,2020-05-04,-4,4.62153,False
2020-05-08,2020-05-05,-3,5.98819,False
2020-05-08,2020-05-06,-2,8.7,False
2020-05-08,2020-05-08,0,12.23889,True
2020-05-08,2020-05-12,4,9.64028,False
2020-05-08,2020-05-13,5,5.62986,False
2020-05-08,2020-05-14,6,10.73611,False
2020-05-08,2020-05-15,7,9.31458,False
2020-05-09,2020-05-02,-7,11.01597,False
2020-05-09,2020-05-03,-6,5.42153,False
2020-05-09,2020-05-04,-5,4.62153,False
2020-05-09,2020-05-05,-4,5.98819,False
2020-05-09,2020-05-06,-3,8.7,False
2020-05-09,2020-05-09,0,17.68056,True
2020-05-09,2020-05-12,3,9.64028,False
2020-05-09,2020-05-13,4,5.62986,False
2020-05-09,2020-05-14,5,10.73611,False
2020-05-09,2020-05-15,6,9.31458,False
2020-05-09,2020-05-16,7,7.96597,False
2020-05-10,2020-05-03,-7,5.42153,False
2020-05-10,2020-05-04,-6,4.62153,False
2020-05-10,2020-05-05,-5,5.98819,False
2020-05-10,2020-05-06,-4,8.7,False
2020-05-10,2020-05-10,0,11.54722,True
2020-05-10,2020-05-12,2,9.64028,False
2020-05-10,2020-05-13,3,5.62986,False
2020-05-10,2020-05-14,4,10.73611,False
2020-05-10,2020-05-15,5,9.31458,False
2020-05-10,2020-05-16,6,7.96597,False
2020-05-10,2020-05-17,7,8.45417,False
2020-05-11,2020-05-04,-7,4.62153,False
2020-05-11,2020-05-05,-6,5.98819,False
2020-05-11,2020-05-06,-5,8.7,False
2020-05-11,2020-05-11,0,12.17222,True
2020-05-11,2020-05-12,1,9.64028,False
2020-05-11,2020-05-13,2,5.62986,False
2020-05-11,2020-05-14,3,10.73611,False
2020-05-11,2020-05-15,4,9.31458,False
2020-05-11,2020-05-16,5,7.96597,False
2020-05-11,2020-05-17,6,8.45417,False
2020-05-11,2020-05-18,7,7.95833,False
2020-05-20,2020-05-13,-7,5.62986,False
2020-05-20,2020-05-14,-6,10.73611,False
2020-05-20,2020-05-15,-5,9.31458,False
2020-05-20,2020-05-16,-4,7.96597,False
2020-05-20,2020-05-17,-3,8.45417,False
