event_date,date,relative_day,pm25_ugm3,pm25_observed,high_pm25_day,is_event_day,is_control_day
2019-01-31,2019-01-26,-5,4.45751,True,False,False,True
2019-01-31,2019-01-27,-4,4.03837,True,False,False,True
2019-01-31,2019-01-28,-3,3.18842,True,False,False,True
2019-01-31,2019-01-29,-2,5.71477,True,False,False,True
2019-01-31,2019-01-31,0,14.98189,True,True,True,False
2019-01-31,2019-02-01,1,11.13883,True,False,False,True
2019-01-31,2019-02-02,2,7.11743,True,False,False,True
2019-01-31,2019-02-03,3,5.47237,True,False,False,True
2019-01-31,2019-02-04,4,9.65014,True,False,False,True
2019-01-31,2019-02-05,5,8.74224,True,False,False,True
2019-01-31,2019-02-06,6,6.88834,True,False,False,True
2019-01-31,2019-02-07,7,3.09922,True,False,False,True
2019-06-03,2019-05-30,-4,7.49375,True,False,False,True
2019-06-03,2019-05-31,-3,4.91528,True,False,False,True
2019-06-03,2019-06-01,-2,6.12431,True,False,False,True
2019-06-03,2019-06-02,-1,6.11528,True,False,False,True
2019-06-03,2019-06-03,0,13.67778,True,True,True,False
2019-06-03,2019-06-04,1,7.90694,True,False,False,True
2019-06-03,2019-06-05,2,6.78056,True,False,False,True
2019-06-03,2019-06-06,3,4.85903,True,False,False,True
2019-06-03,2019-06-07,4,6.70903,True,False,False,True
2019-06-03,2019-06-10,7,8.56042,True,False,False,True
2019-06-08,2019-06-01,-7,6.12431,True,False,False,True
2019-06-08,2019-06-02,-6,6.11528,True,False,False,True
2019-06-08,2019-06-04,-4,7.90694,True,False,False,True
2019-06-08,2019-06-05,-3,6.78056,True,False,False,True
2019-06-08,2019-06-06,-2,4.85903,True,False,False,True
2019-06-08,2019-06-07,-1,6.70903,True,False,False,True
2019-06-08,2019-06-08,0,13.37153,True,True,True,False
2019-06-08,2019-06-10,2,8.56042,True,False,False,True
2019-06-08,2019-06-11,3,9.56389,True,False,False,True
2019-06-08,2019-06-15,7,5.8,True,False,False,True
2019-06-09,2019-06-02,-7,6.11528,True,False,False,True
2019-06-09,2019-06-04,-5,7.90694,True,False,False,True
2019-06-09,2019-06-05,-4,6.78056,True,False,False,True
2019-06-09,2019-06-06,-3,4.85903,True,False,False,True
2019-06-09,2019-06-07,-2,6.70903,True,False,False,True
2019-06-09,2019-06-09,0,12.06875,True,True,True,False
2019-06-09,2019-06-10,1,8.56042,True,False,False,True
2019-06-09,2019-06-11,2,9.56389,True,False,False,True
2019-06-09,2019-06-15,6,5.8,True,False,False,True
2019-06-09,2019-06-16,7,6.82847,True,False,False,True
2019-06-12,2019-06-05,-7,6.78056,True,False,False,True
2019-06-12,2019-06-06,-6,4.85903,True,False,False,True
2019-06-12,2019-06-07,-5,6.70903,True,False,False,True
2019-06-12,2019-06-10,-2,8.56042,True,False,False,True
2019-06-12,2019-06-11,-1,9.56389,True,False,False,True
2019-06-12,2019-06-12,0,11.89097,True,True,True,False
2019-06-12,2019-06-15,3,5.8,True,False,False,True
2019-06-12,2019-06-16,4,6.82847,True,False,False,True
2019-06-12,2019-06-17,5,8.61667,True,False,False,True
2019-06-13,2019-06-06,-7,4.85903,True,False,False,True
2019-06-13,2019-06-07,-6,6.70903,True,False,False,True
2019-06-13,2019-06-10,-3,8.56042,True,False,False,True
2019-06-13,2019-06-11,-2,9.56389,True,False,False,True
2019-06-13,2019-06-13,0,16.16667,True,True,True,False
2019-06-13,2019-06-15,2,5.8,True,False,False,True
2019-06-13,2019-06-16,3,6.82847,True,False,False,True
2019-06-13,2019-06-17,4,8.61667,True,False,False,True
2019-06-14,2019-06-07,-7,6.70903,True,False,False,True
2019-06-14,2019-06-10,-4,8.56042,True,False,False,True
2019-06-14,2019-06-11,-3,9.56389,True,False,False,True
2019-06-14,2019-06-14,0,13.68403,True,True,True,False
2019-06-14,2019-06-15,1,5.8,True,False,False,True
2019-06-14,2019-06-16,2,6.82847,True,False,False,True
2019-06-14,2019-06-17,3,8.61667,True,False,False,True
2019-06-18,2019-06-11,-7,9.56389,True,False,False,True
2019-06-18,2019-06-15,-3,5.8,True,False,False,True
2019-06-18,2019-06-16,-2,6.82847,True,False,False,True
2019-06-18,2019-06-17,-1,8.61667,True,False,False,True
2019-06-18,2019-06-18,0,15.27982,True,True,True,False
2019-06-18,2019-06-24,6,4.95903,True,False,False,True
2019-06-18,2019-06-25,7,9.11667,True,False,False,True
2019-06-21,2019-06-15,-6,5.8,True,False,False,True
2019-06-21,2019-06-16,-5,6.82847,True,False,False,True
2019-06-21,2019-06-17,-4,8.61667,True,False,False,True
2019-06-21,2019-06-21,0,11.29028,True,True,True,False
2019-06-21,2019-06-24,3,4.95903,True,False,False,True
2019-06-21,2019-06-25,4,9.11667,True,False,False,True
2019-06-22,2019-06-15,-7,5.8,True,False,False,True
2019-06-22,2019-06-16,-6,6.82847,True,False,False,True
2019-06-22,2019-06-17,-5,8.61667,True,False,False,True
2019-06-22,2019-06-22,0,18.75486,True,True,True,False
2019-06-22,2019-06-24,2,4.95903,True,False,False,True
2019-06-22,2019-06-25,3,9.11667,True,False,False,True
2019-06-23,2019-06-16,-7,6.82847,True,False,False,True
2019-06-23,2019-06-17,-6,8.61667,True,False,False,True
2019-06-23,2019-06-23,0,12.02014,True,True,True,False
2019-06-23,2019-06-24,1,4.95903,True,False,False,True
2019-06-23,2019-06-25,2,9.11667,True,False,False,True
2019-06-26,2019-06-24,-2,4.95903,True,False,False,True
2019-06-26,2019-06-25,-1,9.11667,True,False,False,True
2019-06-26,2019-06-26,0,21.39931,True,True,True,False
2019-06-26,2019-07-02,6,5.39097,True,False,False,True
2019-06-26,2019-07-03,7,4.92431,True,False,False,True
2019-06-29,2019-06-24,-5,4.95903,True,False,False,True
2019-06-29,2019-06-25,-4,9.11667,True,False,False,True
2019-06-29,2019-06-29,0,24.42708,True,True,True,False
2019-06-29,2019-07-02,3,5.39097,True,False,False,True
2019-06-29,2019-07-03,4,4.92431,True,False,False,True
2019-06-29,2019-07-04,5,2.63264,True,False,False,True
2019-06-29,2019-07-05,6,2.92431,True,False,False,True
2019-06-30,2019-06-24,-6,4.95903,True,False,False,True
2019-06-30,2019-06-25,-5,9.11667,True,False,False,True
2019-06-30,2019-06-30,0,21.25903,True,True,True,False
2019-06-30,2019-07-02,2,5.39097,True,False,False,True
2019-06-30,2019-07-03,3,4.92431,True,False,False,True
2019-06-30,2019-07-04,4,2.63264,True,False,False,True
2019-06-30,2019-07-05,5,2.92431,True,False,False,True
2019-07-01,2019-06-24,-7,4.95903,True,False,False,True
2019-07-01,2019-06-25,-6,9.11667,True,False,False,True
2019-07-01,2019-07-01,0,11.81667,True,True,True,False
2019-07-01,2019-07-02,1,5.39097,True,False,False,True
2019-07-01,2019-07-03,2,4.92431,True,False,False,True
2019-07-01,2019-07-04,3,2.63264,True,False,False,True
2019-07-01,2019-07-05,4,2.92431,True,False,False,True
2019-07-01,2019-07-08,7,8.13819,True,False,False,True
2019-07-06,2019-07-02,-4,5.39097,True,False,False,True
2019-07-06,2019-07-03,-3,4.92431,True,False,False,True
2019-07-06,2019-07-04,-2,2.63264,True,False,False,True
2019-07-06,2019-07-05,-1,2.92431,True,False,False,True
2019-07-06,2019-07-06,0,15.76528,True,True,True,False
2019-07-06,2019-07-08,2,8.13819,True,False,False,True
2019-07-06,2019-07-09,3,9.16806,True,False,False,True
2019-07-06,2019-07-10,4,8.45208,True,False,False,True
2019-07-06,2019-07-11,5,9.61944,True,False,False,True
2019-07-06,2019-07-12,6,8.9875,True,False,False,True
2019-07-06,2019-07-13,7,9.47431,True,False,False,True
2019-07-07,2019-07-02,-5,5.39097,True,False,False,True
2019-07-07,2019-07-03,-4,4.92431,True,False,False,True
2019-07-07,2019-07-04,-3,2.63264,True,False,False,True
2019-07-07,2019-07-05,-2,2.92431,True,False,False,True
2019-07-07,2019-07-07,0,18.81389,True,True,True,False
2019-07-07,2019-07-08,1,8.13819,True,False,False,True
2019-07-07,2019-07-09,2,9.16806,True,False,False,True
2019-07-07,2019-07-10,3,8.45208,True,False,False,True
2019-07-07,2019-07-11,4,9.61944,True,False,False,True
2019-07-07,2019-07-12,5,8.9875,True,False,False,True
2019-07-07,2019-07-13,6,9.47431,True,False,False,True
2019-07-07,2019-07-14,7,6.51528,True,False,False,True
2019-07-21,2019-07-14,-7,6.51528,True,False,False,True
2019-07-21,2019-07-15,-6,6.10625,True,False,False,True
2019-07-21,2019-07-16,-5,6.58264,True,False,False,True
2019-07-21,2019-07-17,-4,8.21875,True,False,False,True
2019-07-21,2019-07-18,-3,7.18125,True,False,False,True
2019-07-21,2019-07-19,-2,6.96389,True,False,False,True
2019-07-21,2019-07-20,-1,7.14167,True,False,False,True
2019-07-21,2019-07-21,0,13.56806,True,True,True,False
2019-07-21,2019-07-25,4,8.25347,True,False,False,True
2019-07-21,2019-07-26,5,5.63819,True,False,False,True
2019-07-21,2019-07-27,6,9.35347,True,False,False,True
2019-07-22,2019-07-15,-7,6.10625,True,False,False,True
2019-07-22,2019-07-16,-6,6.58264,True,False,False,True
2019-07-22,2019-07-17,-5,8.21875,True,False,False,True
2019-07-22,2019-07-18,-4,7.18125,True,False,False,True
2019-07-22,2019-07-19,-3,6.96389,True,False,False,True
2019-07-22,2019-07-20,-2,7.14167,True,False,False,True
2019-07-22,2019-07-22,0,18.33681,True,True,True,False
2019-07-22,2019-07-25,3,8.25347,True,False,False,True
2019-07-22,2019-07-26,4,5.63819,True,False,False,True
2019-07-22,2019-07-27,5,9.35347,True,False,False,True
2019-07-23,2019-07-16,-7,6.58264,True,False,False,True
2019-07-23,2019-07-17,-6,8.21875,True,False,False,True
2019-07-23,2019-07-18,-5,7.18125,True,False,False,True
2019-07-23,2019-07-19,-4,6.96389,True,False,False,True
2019-07-23,2019-07-20,-3,7.14167,True,False,False,True
2019-07-23,2019-07-23,0,14.91458,True,True,True,False
2019-07-23,2019-07-25,2,8.25347,True,False,False,True
2019-07-23,2019-07-26,3,5.63819,True,False,False,True
2019-07-23,2019-07-27,4,9.35347,True,False,False,True
2019-07-23,2019-07-30,7,7.96597,True,False,False,True
2019-07-24,2019-07-17,-7,8.21875,True,False,False,True
2019-07-24,2019-07-18,-6,7.18125,True,False,False,True
2019-07-24,2019-07-19,-5,6.96389,True,False,False,True
2019-07-24,2019-07-20,-4,7.14167,True,False,False,True
2019-07-24,2019-07-24,0,19.47778,True,True,True,False
2019-07-24,2019-07-25,1,8.25347,True,False,False,True
2019-07-24,2019-07-26,2,5.63819,True,False,False,True
2019-07-24,2019-07-27,3,9.35347,True,False,False,True
2019-07-24,2019-07-30,6,7.96597,True,False,False,True
2019-07-24,2019-07-31,7,7.55556,True,False,False,True
2019-07-28,2019-07-25,-3,8.25347,True,False,False,True
2019-07-28,2019-07-26,-2,5.63819,True,False,False,True
2019-07-28,2019-07-27,-1,9.35347,True,False,False,True
2019-07-28,2019-07-28,0,12.76944,True,True,True,False
2019-07-28,2019-07-30,2,7.96597,True,False,False,True
2019-07-28,2019-07-31,3,7.55556,True,False,False,True
2019-07-28,2019-08-01,4,9.28333,True,False,False,True
2019-07-28,2019-08-02,5,7.69306,True,False,False,True
2019-07-28,2019-08-03,6,9.50486,True,False,False,True
2019-07-28,2019-08-04,7,6.40486,True,False,False,True
2019-07-29,2019-07-25,-4,8.25347,True,False,False,True
2019-07-29,2019-07-26,-3,5.63819,True,False,False,True
2019-07-29,2019-07-27,-2,9.35347,True,False,False,True
2019-07-29,2019-07-29,0,12.9,True,True,True,False
2019-07-29,2019-07-30,1,7.96597,True,False,False,True
2019-07-29,2019-07-31,2,7.55556,True,False,False,True
2019-07-29,2019-08-01,3,9.28333,True,False,False,True
2019-07-29,2019-08-02,4,7.69306,True,False,False,True
2019-07-29,2019-08-03,5,9.50486,True,False,False,True
2019-07-29,2019-08-04,6,6.40486,True,False,False,True
2019-07-29,2019-08-05,7,6.94931,True,False,False,True
2019-10-25,2019-10-18,-7,5.65903,True,False,False,True
2019-10-25,2019-10-19,-6,7.39236,True,False,False,True
2019-10-25,2019-10-20,-5,5.90347,True,False,False,True
2019-10-25,2019-10-21,-4,6.47153,True,False,False,True
2019-10-25,2019-10-22,-3,5.95069,True,False,False,True
2019-10-25,2019-10-23,-2,5.14514,True,False,False,True
2019-10-25,2019-10-24,-1,8.67083,True,False,False,True
2019-10-25,2019-10-25,0,11.29931,True,True,True,False
2019-10-25,2019-10-26,1,9.77708,True,False,False,True
2019-10-25,2019-10-27,2,6.03264,True,False,False,True
2019-10-25,2019-10-28,3,5.36458,True,False,False,True
2019-10-25,2019-10-29,4,5.72569,True,False,False,True
2019-10-25,2019-10-30,5,6.46111,True,False,False,True
2019-10-25,2019-10-31,6,9.76389,True,False,False,True
2019-10-25,2019-11-01,7,8.83333,True,False,False,True
2019-11-05,2019-10-29,-7,5.72569,True,False,False,True
2019-11-05,2019-10-30,-6,6.46111,True,False,False,True
2019-11-05,2019-10-31,-5,9.76389,True,False,False,True
2019-11-05,2019-11-01,-4,8.83333,True,False,False,True
2019-11-05,2019-11-02,-3,8.81319,True,False,False,True
2019-11-05,2019-11-03,-2,9.29583,True,False,False,True
2019-11-05,2019-11-04,-1,7.22847,True,False,False,True
2019-11-05,2019-11-05,0,14.88194,True,True,True,False
2019-11-05,2019-11-07,2,8.12431,True,False,False,True
2019-11-05,2019-11-08,3,8.37778,True,False,False,True
2019-11-05,2019-11-09,4,7.64306,True,False,False,True
2019-11-05,2019-11-10,5,3.27639,True,False,False,True
2019-11-05,2019-11-11,6,9.00278,True,False,False,True
2019-11-05,2019-11-12,7,5.13125,True,False,False,True
2019-11-06,2019-10-30,-7,6.46111,True,False,False,True
2019-11-06,2019-10-31,-6,9.76389,True,False,False,True
2019-11-06,2019-11-01,-5,8.83333,True,False,False,True
2019-11-06,2019-11-02,-4,8.81319,True,False,False,True
2019-11-06,2019-11-03,-3,9.29583,True,False,False,True
2019-11-06,2019-11-04,-2,7.22847,True,False,False,True
2019-11-06,2019-11-06,0,13.5125,True,True,True,False
2019-11-06,2019-11-07,1,8.12431,True,False,False,True
2019-11-06,2019-11-08,2,8.37778,True,False,False,True
2019-11-06,2019-11-09,3,7.64306,True,False,False,True
2019-11-06,2019-11-10,4,3.27639,True,False,False,True
2019-11-06,2019-11-11,5,9.00278,True,False,False,True
2019-11-06,2019-11-12,6,5.13125,True,False,False,True
2019-11-06,2019-11-13,7,5.68125,True,False,False,True
2019-11-26,2019-11-19,-7,4.90972,True,False,False,True
2019-11-26,2019-11-20,-6,5.91597,True,False,False,True
2019-11-26,2019-11-21,-5,6.38264,True,False,False,True
2019-11-26,2019-11-22,-4,7.55,True,False,False,True
2019-11-26,2019-11-23,-3,9.03681,True,False,False,True
2019-11-26,2019-11-24,-2,8.63056,True,False,False,True
2019-11-26,2019-11-25,-1,10.24167,True,False,False,True
2019-11-26,2019-11-26,0,11.33125,True,True,True,False
2019-11-26,2019-11-27,1,11.13819,True,False,False,True
2019-11-26,2019-11-30,4,10.06597,True,False,False,True
2019-11-26,2019-12-01,5,4.94653,True,False,False,True
2019-11-26,2019-12-02,6,4.91042,True,False,False,True
2019-11-26,2019-12-03,7,9.34444,True,False,False,True
2019-11-28,2019-11-21,-7,6.38264,True,False,False,True
2019-11-28,2019-11-22,-6,7.55,True,False,False,True
2019-11-28,2019-11-23,-5,9.03681,True,False,False,True
2019-11-28,2019-11-24,-4,8.63056,True,False,False,True
2019-11-28,2019-11-25,-3,10.24167,True,False,False,True
2019-11-28,2019-11-27,-1,11.13819,True,False,False,True
2019-11-28,2019-11-28,0,14.59514,True,True,True,False
2019-11-28,2019-11-30,2,10.06597,True,False,False,True
2019-11-28,2019-12-01,3,4.94653,True,False,False,True
2019-11-28,2019-12-02,4,4.91042,True,False,False,True
2019-11-28,2019-12-03,5,9.34444,True,False,False,True
2019-11-29,2019-11-22,-7,7.55,True,False,False,True
2019-11-29,2019-11-23,-6,9.03681,True,False,False,True
2019-11-29,2019-11-24,-5,8.63056,True,False,False,True
2019-11-29,2019-11-25,-4,10.24167,True,False,False,True
2019-11-29,2019-11-27,-2,11.13819,True,False,False,True
2019-11-29,2019-11-29,0,11.29167,True,True,True,False
2019-11-29,2019-11-30,1,10.06597,True,False,False,True
2019-11-29,2019-12-01,2,4.94653,True,False,False,True
2019-11-29,2019-12-02,3,4.91042,True,False,False,True
2019-11-29,2019-12-03,4,9.34444,True,False,False,True
2019-12-04,2019-11-27,-7,11.13819,True,False,False,True
2019-12-04,2019-11-30,-4,10.06597,True,False,False,True
2019-12-04,2019-12-01,-3,4.94653,True,False,False,True
2019-12-04,2019-12-02,-2,4.91042,True,False,False,True
2019-12-04,2019-12-03,-1,9.34444,True,False,False,True
2019-12-04,2019-12-04,0,11.28542,True,True,True,False
2019-12-04,2019-12-08,4,5.78194,True,False,False,True
2019-12-04,2019-12-09,5,7.99583,True,False,False,True
2019-12-04,2019-12-10,6,3.42639,True,False,False,True
2019-12-04,2019-12-11,7,4.59306,True,False,False,True
2019-12-05,2019-11-30,-5,10.06597,True,False,False,True
2019-12-05,2019-12-01,-4,4.94653,True,False,False,True
2019-12-05,2019-12-02,-3,4.91042,True,False,False,True
2019-12-05,2019-12-03,-2,9.34444,True,False,False,True
2019-12-05,2019-12-05,0,17.68611,True,True,True,False
2019-12-05,2019-12-08,3,5.78194,True,False,False,True
2019-12-05,2019-12-09,4,7.99583,True,False,False,True
2019-12-05,2019-12-10,5,3.42639,True,False,False,True
2019-12-05,2019-12-11,6,4.59306,True,False,False,True
2019-12-05,2019-12-12,7,5.76806,True,False,False,True
2019-12-06,2019-11-30,-6,10.06597,True,False,False,True
2019-12-06,2019-12-01,-5,4.94653,True,False,False,True
2019-12-06,2019-12-02,-4,4.91042,True,False,False,True
2019-12-06,2019-12-03,-3,9.34444,True,False,False,True
2019-12-06,2019-12-06,0,21.92014,True,True,True,False
2019-12-06,2019-12-08,2,5.78194,True,False,False,True
2019-12-06,2019-12-09,3,7.99583,True,False,False,True
2019-12-06,2019-12-10,4,3.42639,True,False,False,True
2019-12-06,2019-12-11,5,4.59306,True,False,False,True
2019-12-06,2019-12-12,6,5.76806,True,False,False,True
2019-12-06,2019-12-13,7,5.30972,True,False,False,True
2019-12-07,2019-11-30,-7,10.06597,True,False,False,True
2019-12-07,2019-12-01,-6,4.94653,True,False,False,True
2019-12-07,2019-12-02,-5,4.91042,True,False,False,True
2019-12-07,2019-12-03,-4,9.34444,True,False,False,True
2019-12-07,2019-12-07,0,14.96667,True,True,True,False
2019-12-07,2019-12-08,1,5.78194,True,False,False,True
2019-12-07,2019-12-09,2,7.99583,True,False,False,True
2019-12-07,2019-12-10,3,3.42639,True,False,False,True
2019-12-07,2019-12-11,4,4.59306,True,False,False,True
2019-12-07,2019-12-12,5,5.76806,True,False,False,True
2019-12-07,2019-12-13,6,5.30972,True,False,False,True
2019-12-07,2019-12-14,7,3.6,True,False,False,True
2020-01-03,2019-12-27,-7,5.13333,True,False,False,True
2020-01-03,2019-12-28,-6,7.56597,True,False,False,True
2020-01-03,2019-12-29,-5,7.92292,True,False,False,True
2020-01-03,2019-12-30,-4,9.17153,True,False,False,True
2020-01-03,2019-12-31,-3,10.31597,True,False,False,True
2020-01-03,2020-01-01,-2,8.12431,True,False,False,True
2020-01-03,2020-01-02,-1,6.15417,True,False,False,True
2020-01-03,2020-01-03,0,11.56736,True,True,True,False
2020-01-03,2020-01-04,1,10.35556,True,False,False,True
2020-01-03,2020-01-05,2,9.09375,True,False,False,True
2020-01-03,2020-01-07,4,8.74792,True,False,False,True
2020-01-03,2020-01-08,5,6.56111,True,False,False,True
2020-01-03,2020-01-09,6,6.42847,True,False,False,True
2020-01-03,2020-01-10,7,7.37639,True,False,False,True
2020-01-06,2019-12-30,-7,9.17153,True,False,False,True
2020-01-06,2019-12-31,-6,10.31597,True,False,False,True
2020-01-06,2020-01-01,-5,8.12431,True,False,False,True
2020-01-06,2020-01-02,-4,6.15417,True,False,False,True
2020-01-06,2020-01-04,-2,10.35556,True,False,False,True
2020-01-06,2020-01-05,-1,9.09375,True,False,False,True
2020-01-06,2020-01-06,0,11.93889,True,True,True,False
2020-01-06,2020-01-07,1,8.74792,True,False,False,True
2020-01-06,2020-01-08,2,6.56111,True,False,False,True
2020-01-06,2020-01-09,3,6.42847,True,False,False,True
2020-01-06,2020-01-10,4,7.37639,True,False,False,True
2020-01-06,2020-01-11,5,6.8,True,False,False,True
2020-01-06,2020-01-12,6,6.80208,True,False,False,True
2020-01-06,2020-01-13,7,6.77847,True,False,False,True
2020-02-01,2020-01-25,-7,5.70486,True,False,False,True
2020-02-01,2020-01-26,-6,5.21597,True,False,False,True
2020-02-01,2020-01-27,-5,5.33333,True,False,False,True
2020-02-01,2020-01-28,-4,4.58194,True,False,False,True
2020-02-01,2020-01-29,-3,4.69236,True,False,False,True
2020-02-01,2020-01-30,-2,5.48958,True,False,False,True
2020-02-01,2020-01-31,-1,5.27153,True,False,False,True
2020-02-01,2020-02-01,0,16.26042,True,True,True,False
2020-02-01,2020-02-02,1,6.54514,True,False,False,True
2020-02-01,2020-02-03,2,4.03194,True,False,False,True
2020-02-01,2020-02-04,3,5.08472,True,False,False,True
2020-02-01,2020-02-05,4,8.70903,True,False,False,True
2020-02-01,2020-02-06,5,6.22153,True,False,False,True
2020-02-01,2020-02-07,6,4.93194,True,False,False,True
2020-02-01,2020-02-08,7,6.03889,True,False,False,True
2020-04-21,2020-04-14,-7,6.19167,True,False,False,True
2020-04-21,2020-04-15,-6,5.9,True,False,False,True
2020-04-21,2020-04-16,-5,4.32986,True,False,False,True
2020-04-21,2020-04-17,-4,6.99306,True,False,False,True
2020-04-21,2020-04-18,-3,7.80903,True,False,False,True
2020-04-21,2020-04-19,-2,7.43056,True,False,False,True
2020-04-21,2020-04-20,-1,5.64722,True,False,False,True
